playerID,yearID,teamID,inseason,G,W,L
ottme01,1943,NY1,1,156,55,98
harribu01,1943,PHI,1,94,39,53
fitzsfr01,1943,PHI,2,63,25,37
friscfr01,1943,PIT,1,157,80,74
southbi01,1943,SLN,1,157,105,49
cronijo01,1944,BOS,1,156,77,77
dykesji01,1944,CHA,1,154,71,83
boudrlo01,1944,CLE,1,155,72,82
oneilst01,1944,DET,1,156,88,66
mccarjo99,1944,NYA,1,154,83,71
mackco01,1944,PHA,1,155,72,82
sewellu01,1944,SLA,1,154,89,65
bluegos01,1944,WS1,1,154,64,90
durocle01,1944,BRO,1,155,63,91
colembo01,1944,BSN,1,155,65,89
wilsoji01,1944,CHN,1,10,1,9
johnsro01,1944,CHN,2,1,0,1
grimmch01,1944,CHN,3,146,74,69
mckecbi01,1944,CIN,1,155,89,65
ottme01,1944,NY1,1,155,67,87
fitzsfr01,1944,PHI,1,154,61,92
friscfr01,1944,PIT,1,158,90,63
southbi01,1944,SLN,1,157,105,49
cronijo01,1945,BOS,1,157,71,83
dykesji01,1945,CHA,1,150,71,78
boudrlo01,1945,CLE,1,147,73,72
oneilst01,1945,DET,1,155,88,65
mccarjo99,1945,NYA,1,152,81,71
mackco01,1945,PHA,1,153,52,98
sewellu01,1945,SLA,1,154,81,70
bluegos01,1945,WS1,1,156,87,67
durocle01,1945,BRO,1,155,87,67
colembo01,1945,BSN,1,94,42,51
bissode01,1945,BSN,2,60,25,34
grimmch01,1945,CHN,1,155,98,56
mckecbi01,1945,CIN,1,154,61,93
ottme01,1945,NY1,1,154,78,74
fitzsfr01,1945,PHI,1,69,18,51
chapmbe01,1945,PHI,2,85,28,57
friscfr01,1945,PIT,1,155,82,72
southbi01,1945,SLN,1,155,95,59
cronijo01,1946,BOS,1,156,104,50
dykesji01,1946,CHA,1,30,10,20
lyonste01,1946,CHA,2,125,64,60
boudrlo01,1946,CLE,1,156,68,86
oneilst01,1946,DET,1,155,92,62
mccarjo99,1946,NYA,1,35,22,13
dickebi01,1946,NYA,2,105,57,48
neunjo01,1946,NYA,3,14,8,6
mackco01,1946,PHA,1,155,49,105
sewellu01,1946,SLA,1,125,53,71
tayloza02,1946,SLA,2,31,13,17
bluegos01,1946,WS1,1,155,76,78
durocle01,1946,BRO,1,157,96,60
southbi01,1946,BSN,1,154,81,72
grimmch01,1946,CHN,1,155,82,71
mckecbi01,1946,CIN,1,152,64,86
gowdyha01,1946,CIN,2,4,3,1
ottme01,1946,NY1,1,154,61,93
chapmbe01,1946,PHI,1,155,69,85
friscfr01,1946,PIT,1,152,62,89
davissp01,1946,PIT,2,3,1,2
dyered01,1946,SLN,1,156,98,58
cronijo01,1947,BOS,1,157,83,71
lyonste01,1947,CHA,1,155,70,84
boudrlo01,1947,CLE,1,157,80,74
oneilst01,1947,DET,1,158,85,69
harribu01,1947,NYA,1,155,97,57
mackco01,1947,PHA,1,156,78,76
ruelmu01,1947,SLA,1,154,59,95
bluegos01,1947,WS1,1,154,64,90
sukefcl01,1947,BRO,1,2,2,0
shottbu01,1947,BRO,2,153,92,60
southbi01,1947,BSN,1,154,86,68
grimmch01,1947,CHN,1,155,69,85
neunjo01,1947,CIN,1,154,73,81
ottme01,1947,NY1,1,155,81,73
chapmbe01,1947,PHI,1,155,62,92
hermabi01,1947,PIT,1,155,61,92
burwebi01,1947,PIT,2,1,1,0
dyered01,1947,SLN,1,156,89,65
mccarjo99,1948,BOS,1,155,96,59
lyonste01,1948,CHA,1,154,51,101
boudrlo01,1948,CLE,1,156,97,58
oneilst01,1948,DET,1,154,78,76
harribu01,1948,NYA,1,154,94,60
mackco01,1948,PHA,1,154,84,70
tayloza02,1948,SLA,1,155,59,94
kuheljo01,1948,WS1,1,154,56,97
durocle01,1948,BRO,1,73,35,37
bladera01,1948,BRO,2,1,1,0
shottbu01,1948,BRO,3,81,48,33
southbi01,1948,BSN,1,154,91,62
grimmch01,1948,CHN,1,155,64,90
neunjo01,1948,CIN,1,100,44,56
waltebu01,1948,CIN,2,53,20,33
ottme01,1948,NY1,1,76,37,38
durocle01,1948,NY1,2,79,41,38
chapmbe01,1948,PHI,1,79,37,42
cookedu01,1948,PHI,2,13,6,6
sawyeed99,1948,PHI,3,63,23,40
meyerbi01,1948,PIT,1,156,83,71
dyered01,1948,SLN,1,155,85,69
mccarjo99,1949,BOS,1,155,96,58
onsloja01,1949,CHA,1,154,63,91
boudrlo01,1949,CLE,1,154,89,65
rolfere01,1949,DET,1,155,87,67
stengca01,1949,NYA,1,155,97,57
mackco01,1949,PHA,1,154,81,73
tayloza02,1949,SLA,1,155,53,101
kuheljo01,1949,WS1,1,154,50,104
shottbu01,1949,BRO,1,156,97,57
southbi01,1949,BSN,1,111,55,54
coonejo01,1949,BSN,2,46,20,25
grimmch01,1949,CHN,1,50,19,31
friscfr01,1949,CHN,2,104,42,62
waltebu01,1949,CIN,1,153,61,90
sewellu01,1949,CIN,2,3,1,2
durocle01,1949,NY1,1,156,73,81
sawyeed99,1949,PHI,1,154,81,73
meyerbi01,1949,PIT,1,154,71,83
dyered01,1949,SLN,1,157,96,58
mccarjo99,1950,BOS,1,59,31,28
oneilst01,1950,BOS,2,95,63,32
onsloja01,1950,CHA,1,31,8,22
corrire01,1950,CHA,2,125,52,72
boudrlo01,1950,CLE,1,155,92,62
rolfere01,1950,DET,1,157,95,59
stengca01,1950,NYA,1,155,98,56
mackco01,1950,PHA,1,154,52,102
tayloza02,1950,SLA,1,154,58,96
harribu01,1950,WS1,1,155,67,87
shottbu01,1950,BRO,1,155,89,65
southbi01,1950,BSN,1,156,83,71
friscfr01,1950,CHN,1,154,64,89
sewellu01,1950,CIN,1,153,66,87
durocle01,1950,NY1,1,154,86,68
sawyeed99,1950,PHI,1,157,91,63
meyerbi01,1950,PIT,1,154,57,96
dyered01,1950,SLN,1,153,78,75
oneilst01,1951,BOS,1,154,87,67
richapa01,1951,CHA,1,155,81,73
lopezal01,1951,CLE,1,155,93,61
rolfere01,1951,DET,1,154,73,81
stengca01,1951,NYA,1,154,98,56
dykesji01,1951,PHA,1,154,70,84
tayloza02,1951,SLA,1,154,52,102
harribu01,1951,WS1,1,154,62,92
dressch01,1951,BRO,1,158,97,60
southbi01,1951,BSN,1,60,28,31
holmeto01,1951,BSN,2,95,48,47
friscfr01,1951,CHN,1,81,35,45
cavarph01,1951,CHN,2,74,27,47
sewellu01,1951,CIN,1,155,68,86
durocle01,1951,NY1,1,157,98,59
sawyeed99,1951,PHI,1,154,73,81
meyerbi01,1951,PIT,1,155,64,90
marioma01,1951,SLN,1,155,81,73
boudrlo01,1952,BOS,1,154,76,78
richapa01,1952,CHA,1,156,81,73
lopezal01,1952,CLE,1,155,93,61
rolfere01,1952,DET,1,73,23,49
hutchfr01,1952,DET,2,83,27,55
stengca01,1952,NYA,1,154,95,59
dykesji01,1952,PHA,1,155,79,75
hornsro01,1952,SLA,1,51,22,29
marioma01,1952,SLA,2,104,42,61
harribu01,1952,WS1,1,157,78,76
dressch01,1952,BRO,1,155,96,57
holmeto01,1952,BSN,1,35,13,22
grimmch01,1952,BSN,2,120,51,67
cavarph01,1952,CHN,1,155,77,77
sewellu01,1952,CIN,1,98,39,59
bruckea01,1952,CIN,2,5,3,2
hornsro01,1952,CIN,3,51,27,24
durocle01,1952,NY1,1,154,92,62
sawyeed99,1952,PHI,1,63,28,35
oneilst01,1952,PHI,2,91,59,32
meyerbi01,1952,PIT,1,155,42,112
stanked01,1952,SLN,1,154,88,66
boudrlo01,1953,BOS,1,153,84,69
richapa01,1953,CHA,1,156,89,65
lopezal01,1953,CLE,1,155,92,62
hutchfr01,1953,DET,1,158,60,94
stengca01,1953,NYA,1,151,99,52
dykesji01,1953,PHA,1,157,59,95
marioma01,1953,SLA,1,154,54,100
harribu01,1953,WS1,1,152,76,76
dressch01,1953,BRO,1,155,105,49
cavarph01,1953,CHN,1,155,65,89
hornsro01,1953,CIN,1,147,64,82
millsbu01,1953,CIN,2,8,4,4
grimmch01,1953,ML1,1,157,92,62
durocle01,1953,NY1,1,155,70,84
oneilst01,1953,PHI,1,156,83,71
haneyfr01,1953,PIT,1,154,50,104
stanked01,1953,SLN,1,157,83,71
dykesji01,1954,BAL,1,154,54,100
boudrlo01,1954,BOS,1,156,69,85
richapa01,1954,CHA,1,146,91,54
marioma01,1954,CHA,2,9,3,6
lopezal01,1954,CLE,1,156,111,43
hutchfr01,1954,DET,1,155,68,86
stengca01,1954,NYA,1,155,103,51
joosted01,1954,PHA,1,156,51,103
harribu01,1954,WS1,1,155,66,88
alstowa01,1954,BRO,1,154,92,62
hackst01,1954,CHN,1,154,64,90
tebbebi01,1954,CIN,1,154,74,80
grimmch01,1954,ML1,1,154,89,65
durocle01,1954,NY1,1,154,97,57
oneilst01,1954,PHI,1,77,40,37
moorete01,1954,PHI,2,77,35,42
haneyfr01,1954,PIT,1,154,53,101
stanked01,1954,SLN,1,154,72,82
richapa01,1955,BAL,1,156,57,97
higgipi01,1955,BOS,1,154,84,70
marioma01,1955,CHA,1,155,91,63
lopezal01,1955,CLE,1,154,93,61
harribu01,1955,DET,1,154,79,75
boudrlo01,1955,KC1,1,155,63,91
stengca01,1955,NYA,1,154,96,58
dressch01,1955,WS1,1,154,53,101
alstowa01,1955,BRO,1,154,98,55
hackst01,1955,CHN,1,154,72,81
tebbebi01,1955,CIN,1,154,75,79
grimmch01,1955,ML1,1,154,85,69
durocle01,1955,NY1,1,154,80,74
smithma01,1955,PHI,1,154,77,77
haneyfr01,1955,PIT,1,154,60,94
stanked01,1955,SLN,1,36,17,19
walkeha01,1955,SLN,2,118,51,67
richapa01,1956,BAL,1,154,69,85
higgipi01,1956,BOS,1,155,84,70
marioma01,1956,CHA,1,154,85,69
lopezal01,1956,CLE,1,155,88,66
harribu01,1956,DET,1,155,82,72
boudrlo01,1956,KC1,1,154,52,102
stengca01,1956,NYA,1,154,97,57
dressch01,1956,WS1,1,155,59,95
alstowa01,1956,BRO,1,154,93,61
hackst01,1956,CHN,1,157,60,94
tebbebi01,1956,CIN,1,155,91,63
grimmch01,1956,ML1,1,46,24,22
haneyfr01,1956,ML1,2,109,68,40
rignebi01,1956,NY1,1,154,67,87
smithma01,1956,PHI,1,154,71,83
bragabo01,1956,PIT,1,157,66,88
hutchfr01,1956,SLN,1,156,76,78
richapa01,1957,BAL,1,154,76,76
higgipi01,1957,BOS,1,154,82,72
lopezal01,1957,CHA,1,155,90,64
farreke01,1957,CLE,1,153,76,77
tigheja99,1957,DET,1,154,78,76
boudrlo01,1957,KC1,1,104,36,67
craftha01,1957,KC1,2,50,23,27
stengca01,1957,NYA,1,154,98,56
dressch01,1957,WS1,1,20,4,16
lavagco01,1957,WS1,2,134,51,83
alstowa01,1957,BRO,1,154,84,70
schefbo01,1957,CHN,1,156,62,92
tebbebi01,1957,CIN,1,154,80,74
haneyfr01,1957,ML1,1,155,95,59
rignebi01,1957,NY1,1,154,69,85
smithma01,1957,PHI,1,156,77,77
bragabo01,1957,PIT,1,104,36,67
murtada01,1957,PIT,2,51,26,25
hutchfr01,1957,SLN,1,154,87,67
richapa01,1958,BAL,1,154,74,79
higgipi01,1958,BOS,1,155,79,75
lopezal01,1958,CHA,1,155,82,72
bragabo01,1958,CLE,1,67,31,36
gordojo01,1958,CLE,2,86,46,40
tigheja99,1958,DET,1,49,21,28
normabi01,1958,DET,2,105,56,49
craftha01,1958,KC1,1,156,73,81
stengca01,1958,NYA,1,155,92,62
lavagco01,1958,WS1,1,156,61,93
schefbo01,1958,CHN,1,154,72,82
tebbebi01,1958,CIN,1,113,52,61
dykesji01,1958,CIN,2,41,24,17
alstowa01,1958,LAN,1,154,71,83
haneyfr01,1958,ML1,1,154,92,62
smithma01,1958,PHI,1,84,39,45
sawyeed99,1958,PHI,2,70,30,40
murtada01,1958,PIT,1,154,84,70
rignebi01,1958,SFN,1,154,80,74
hutchfr01,1958,SLN,1,144,69,75
hackst01,1958,SLN,2,10,3,7
richapa01,1959,BAL,1,155,74,80
higgipi01,1959,BOS,1,73,31,42
yorkru01,1959,BOS,2,1,0,1
jurgebi01,1959,BOS,3,80,44,36
lopezal01,1959,CHA,1,156,94,60
gordojo01,1959,CLE,1,154,89,65
normabi01,1959,DET,1,17,2,15
dykesji01,1959,DET,2,137,74,63
craftha01,1959,KC1,1,154,66,88
stengca01,1959,NYA,1,155,79,75
lavagco01,1959,WS1,1,154,63,91
schefbo01,1959,CHN,1,155,74,80
smithma01,1959,CIN,1,80,35,45
hutchfr01,1959,CIN,2,74,39,35
alstowa01,1959,LAN,1,156,88,68
haneyfr01,1959,ML1,1,157,86,70
sawyeed99,1959,PHI,1,155,64,90
murtada01,1959,PIT,1,155,78,76
rignebi01,1959,SFN,1,154,83,71
hemusso01,1959,SLN,1,154,71,83
richapa01,1960,BAL,1,154,89,65
jurgebi01,1960,BOS,1,42,15,27
bakerde01,1960,BOS,2,7,2,5
higgipi01,1960,BOS,3,105,48,57
lopezal01,1960,CHA,1,154,87,67
gordojo01,1960,CLE,1,95,49,46
whitejo01,1960,CLE,2,1,1,0
dykesji01,1960,CLE,3,58,26,32
dykesji01,1960,DET,1,96,44,52
hitchbi01,1960,DET,2,1,1,0
gordojo01,1960,DET,3,57,26,31
elliobo01,1960,KC1,1,155,58,96
stengca01,1960,NYA,1,155,97,57
lavagco01,1960,WS1,1,154,73,81
grimmch01,1960,CHN,1,17,6,11
boudrlo01,1960,CHN,2,139,54,83
hutchfr01,1960,CIN,1,154,67,87
alstowa01,1960,LAN,1,154,82,72
dressch01,1960,ML1,1,154,88,66
sawyeed99,1960,PHI,1,1,0,1
cohenan01,1960,PHI,2,1,1,0
mauchge01,1960,PHI,3,152,58,94
murtada01,1960,PIT,1,155,95,59
rignebi01,1960,SFN,1,58,33,25
sheehto02,1960,SFN,2,98,46,50
hemusso01,1960,SLN,1,155,86,68
richapa01,1961,BAL,1,136,78,57
harrilu01,1961,BAL,2,27,17,10
higgipi01,1961,BOS,1,163,76,86
lopezal01,1961,CHA,1,163,86,76
dykesji01,1961,CLE,1,160,77,83
hardeme01,1961,CLE,2,1,1,0
schefbo01,1961,DET,1,163,101,61
gordojo01,1961,KC1,1,60,26,33
bauerha01,1961,KC1,2,102,35,67
rignebi01,1961,LAA,1,162,70,91
lavagco01,1961,MIN,1,49,19,30
melesa01,1961,MIN,2,7,2,5
lavagco01,1961,MIN,3,10,4,6
melesa01,1961,MIN,4,95,45,49
houkra01,1961,NYA,1,163,109,53
vernomi01,1961,WS2,1,161,61,100
himslve99,1961,CHN,1,11,5,6
craftha01,1961,CHN,2,12,4,8
himslve99,1961,CHN,3,17,5,12
tappeel01,1961,CHN,4,2,2,0
craftha01,1961,CHN,5,4,3,1
himslve99,1961,CHN,6,4,0,3
tappeel01,1961,CHN,7,79,35,43
kleinlo01,1961,CHN,8,11,5,6
tappeel01,1961,CHN,9,16,5,11
hutchfr01,1961,CIN,1,154,93,61
alstowa01,1961,LAN,1,154,89,65
dressch01,1961,ML1,1,130,71,58
tebbebi01,1961,ML1,2,25,12,13
mauchge01,1961,PHI,1,155,47,107
murtada01,1961,PIT,1,154,75,79
darkal01,1961,SFN,1,155,85,69
hemusso01,1961,SLN,1,75,33,41
keanejo99,1961,SLN,2,80,47,33
hitchbi01,1962,BAL,1,162,77,85
higgipi01,1962,BOS,1,160,76,84
lopezal01,1962,CHA,1,162,85,77
mcgahme99,1962,CLE,1,160,78,82
hardeme01,1962,CLE,2,2,2,0
schefbo01,1962,DET,1,161,85,76
bauerha01,1962,KC1,1,162,72,90
rignebi01,1962,LAA,1,162,86,76
melesa01,1962,MIN,1,163,91,71
houkra01,1962,NYA,1,162,96,66
vernomi01,1962,WS2,1,162,60,101
tappeel01,1962,CHN,1,20,4,16
kleinlo01,1962,CHN,2,30,12,18
metroch01,1962,CHN,3,112,43,69
hutchfr01,1962,CIN,1,162,98,64
craftha01,1962,HOU,1,162,64,96
alstowa01,1962,LAN,1,165,102,63
tebbebi01,1962,ML1,1,162,86,76
stengca01,1962,NYN,1,161,40,120
mauchge01,1962,PHI,1,161,81,80
murtada01,1962,PIT,1,161,93,68
darkal01,1962,SFN,1,165,103,62
keanejo99,1962,SLN,1,163,84,78
hitchbi01,1963,BAL,1,162,86,76
peskyjo01,1963,BOS,1,161,76,85
lopezal01,1963,CHA,1,162,94,68
tebbebi01,1963,CLE,1,162,79,83
schefbo01,1963,DET,1,60,24,36
dressch01,1963,DET,2,102,55,47
lopated01,1963,KC1,1,162,73,89
rignebi01,1963,LAA,1,161,70,91
melesa01,1963,MIN,1,161,91,70
houkra01,1963,NYA,1,161,104,57
vernomi01,1963,WS2,1,40,14,26
yosted01,1963,WS2,2,1,0,1
hodgegi01,1963,WS2,3,121,42,79
kennebo01,1963,CHN,1,162,82,80
hutchfr01,1963,CIN,1,162,86,76
craftha01,1963,HOU,1,162,66,96
alstowa01,1963,LAN,1,163,99,63
bragabo01,1963,ML1,1,163,84,78
stengca01,1963,NYN,1,162,51,111
mauchge01,1963,PHI,1,162,87,75
murtada01,1963,PIT,1,162,74,88
darkal01,1963,SFN,1,162,88,74
keanejo99,1963,SLN,1,162,93,69
bauerha01,1964,BAL,1,163,97,65
peskyjo01,1964,BOS,1,160,70,90
hermabi01,1964,BOS,2,2,2,0
lopezal01,1964,CHA,1,162,98,64
stricge01,1964,CLE,1,73,33,39
tebbebi01,1964,CLE,2,91,46,44
dressch01,1964,DET,1,163,85,77
lopated01,1964,KC1,1,52,17,35
mcgahme99,1964,KC1,2,111,40,70
rignebi01,1964,LAA,1,162,82,80
melesa01,1964,MIN,1,163,79,83
berrayo01,1964,NYA,1,164,99,63
hodgegi01,1964,WS2,1,162,62,100
kennebo01,1964,CHN,1,162,76,86
hutchfr01,1964,CIN,1,100,54,45
sisledi01,1964,CIN,2,6,3,3
hutchfr01,1964,CIN,3,10,6,4
sisledi01,1964,CIN,4,47,29,18
craftha01,1964,HOU,1,149,61,88
harrilu01,1964,HOU,2,13,5,8
alstowa01,1964,LAN,1,164,80,82
bragabo01,1964,ML1,1,162,88,74
stengca01,1964,NYN,1,163,53,109
mauchge01,1964,PHI,1,162,92,70
murtada01,1964,PIT,1,162,80,82
darkal01,1964,SFN,1,162,90,72
keanejo99,1964,SLN,1,162,93,69
bauerha01,1965,BAL,1,162,94,68
hermabi01,1965,BOS,1,162,62,100
rignebi01,1965,CAL,1,162,75,87
lopezal01,1965,CHA,1,162,95,67
tebbebi01,1965,CLE,1,162,87,75
swiftbo01,1965,DET,1,42,24,18
dressch01,1965,DET,2,120,65,55
mcgahme99,1965,KC1,1,26,5,21
sulliha02,1965,KC1,2,136,54,82
melesa01,1965,MIN,1,162,102,60
keanejo99,1965,NYA,1,162,77,85
hodgegi01,1965,WS2,1,162,70,92
kennebo01,1965,CHN,1,58,24,32
kleinlo01,1965,CHN,2,106,48,58
sisledi01,1965,CIN,1,162,89,73
harrilu01,1965,HOU,1,162,65,97
alstowa01,1965,LAN,1,162,97,65
bragabo01,1965,ML1,1,162,86,76
stengca01,1965,NYN,1,96,31,64
westrwe01,1965,NYN,2,68,19,48
mauchge01,1965,PHI,1,162,85,76
walkeha01,1965,PIT,1,163,90,72
frankhe01,1965,SFN,1,163,95,67
schoere01,1965,SLN,1,162,80,81
bauerha01,1966,BAL,1,160,97,63
hermabi01,1966,BOS,1,146,64,82
runnepe01,1966,BOS,2,16,8,8
rignebi01,1966,CAL,1,162,80,82
stanked01,1966,CHA,1,163,83,79
tebbebi01,1966,CLE,1,123,66,57
stricge01,1966,CLE,2,39,15,24
dressch01,1966,DET,1,26,16,10
swiftbo01,1966,DET,2,57,32,25
skafffr01,1966,DET,3,79,40,39
darkal01,1966,KC1,1,160,74,86
melesa01,1966,MIN,1,162,89,73
keanejo99,1966,NYA,1,20,4,16
houkra01,1966,NYA,2,140,66,73
hodgegi01,1966,WS2,1,159,71,88
bragabo01,1966,ATL,1,112,52,59
hitchbi01,1966,ATL,2,51,33,18
durocle01,1966,CHN,1,162,59,103
heffndo01,1966,CIN,1,83,37,46
bristda99,1966,CIN,2,77,39,38
hattogr01,1966,HOU,1,163,72,90
alstowa01,1966,LAN,1,162,95,67
westrwe01,1966,NYN,1,161,66,95
mauchge01,1966,PHI,1,162,87,75
walkeha01,1966,PIT,1,162,92,70
frankhe01,1966,SFN,1,161,93,68
schoere01,1966,SLN,1,162,83,79
bauerha01,1967,BAL,1,161,76,85
willidi02,1967,BOS,1,162,92,70
rignebi01,1967,CAL,1,161,84,77
stanked01,1967,CHA,1,162,89,73
adcocjo01,1967,CLE,1,162,75,87
smithma01,1967,DET,1,163,91,71
darkal01,1967,KC1,1,121,52,69
applilu01,1967,KC1,2,40,10,30
melesa01,1967,MIN,1,50,25,25
ermerca01,1967,MIN,2,114,66,46
houkra01,1967,NYA,1,163,72,90
hodgegi01,1967,WS2,1,161,76,85
hitchbi01,1967,ATL,1,159,77,82
silveke01,1967,ATL,2,3,0,3
durocle01,1967,CHN,1,162,87,74
bristda99,1967,CIN,1,162,87,75
hattogr01,1967,HOU,1,162,69,93
alstowa01,1967,LAN,1,162,73,89
westrwe01,1967,NYN,1,151,57,94
parkesa01,1967,NYN,2,11,4,7
mauchge01,1967,PHI,1,162,82,80
walkeha01,1967,PIT,1,84,42,42
murtada01,1967,PIT,2,79,39,39
frankhe01,1967,SFN,1,162,91,71
schoere01,1967,SLN,1,161,101,60
bauerha01,1968,BAL,1,80,43,37
weaveea99,1968,BAL,2,82,48,34
willidi02,1968,BOS,1,162,86,76
rignebi01,1968,CAL,1,162,67,95
stanked01,1968,CHA,1,79,34,45
mossle01,1968,CHA,2,2,0,2
lopezal01,1968,CHA,3,11,6,5
mossle01,1968,CHA,4,34,12,22
lopezal01,1968,CHA,5,36,15,21
darkal01,1968,CLE,1,162,86,75
smithma01,1968,DET,1,164,103,59
ermerca01,1968,MIN,1,162,79,83
houkra01,1968,NYA,1,164,83,79
kennebo01,1968,OAK,1,163,82,80
lemonji01,1968,WS2,1,161,65,96
harrilu01,1968,ATL,1,163,81,81
durocle01,1968,CHN,1,163,84,78
bristda99,1968,CIN,1,163,83,79
hattogr01,1968,HOU,1,61,23,38
walkeha01,1968,HOU,2,101,49,52
alstowa01,1968,LAN,1,162,76,86
hodgegi01,1968,NYN,1,163,73,89
mauchge01,1968,PHI,1,54,27,27
myattge01,1968,PHI,2,1,1,0
skinnbo01,1968,PHI,3,107,48,59
shepala99,1968,PIT,1,163,80,82
frankhe01,1968,SFN,1,163,88,74
schoere01,1968,SLN,1,162,97,65
weaveea99,1969,BAL,1,162,109,53
willidi02,1969,BOS,1,153,82,71
popowed99,1969,BOS,2,9,5,4
rignebi01,1969,CAL,1,39,11,28
phillle99,1969,CAL,2,124,60,63
lopezal01,1969,CHA,1,17,8,9
guttedo01,1969,CHA,2,145,60,85
darkal01,1969,CLE,1,161,62,99
smithma01,1969,DET,1,162,90,72
gordojo01,1969,KCA,1,163,69,93
martibi02,1969,MIN,1,162,97,65
houkra01,1969,NYA,1,162,80,81
bauerha01,1969,OAK,1,149,80,69
mcnamjo99,1969,OAK,2,13,8,5
schuljo05,1969,SE1,1,163,64,98
willite01,1969,WS2,1,162,86,76
harrilu01,1969,ATL,1,162,93,69
durocle01,1969,CHN,1,163,92,70
bristda99,1969,CIN,1,163,89,73
walkeha01,1969,HOU,1,162,81,81
alstowa01,1969,LAN,1,162,85,77
mauchge01,1969,MON,1,162,52,110
hodgegi01,1969,NYN,1,162,100,62
skinnbo01,1969,PHI,1,108,44,64
myattge01,1969,PHI,2,54,19,35
shepala99,1969,PIT,1,157,84,73
grammal01,1969,PIT,2,5,4,1
gomezpr01,1969,SDN,1,162,52,110
kingcl01,1969,SFN,1,162,90,72
schoere01,1969,SLN,1,162,87,75
weaveea99,1970,BAL,1,162,108,54
kaskoed01,1970,BOS,1,162,87,75
phillle99,1970,CAL,1,162,86,76
guttedo01,1970,CHA,1,136,49,87
adairbi99,1970,CHA,2,10,4,6
tannech01,1970,CHA,3,16,3,13
darkal01,1970,CLE,1,162,76,86
smithma01,1970,DET,1,162,79,83
metroch01,1970,KCA,1,52,19,33
lemonbo01,1970,KCA,2,110,46,64
rignebi01,1970,MIN,1,162,98,64
bristda99,1970,ML4,1,163,65,97
houkra01,1970,NYA,1,163,93,69
mcnamjo99,1970,OAK,1,162,89,73
willite01,1970,WS2,1,162,70,92
harrilu01,1970,ATL,1,162,76,86
durocle01,1970,CHN,1,162,84,78
andersp01,1970,CIN,1,162,102,60
walkeha01,1970,HOU,1,162,79,83
alstowa01,1970,LAN,1,161,87,74
mauchge01,1970,MON,1,162,73,89
hodgegi01,1970,NYN,1,162,83,79
lucchfr99,1970,PHI,1,161,73,88
murtada01,1970,PIT,1,162,89,73
gomezpr01,1970,SDN,1,162,63,99
kingcl01,1970,SFN,1,42,19,23
foxch01,1970,SFN,2,120,67,53
schoere01,1970,SLN,1,162,76,86
weaveea99,1971,BAL,1,158,101,57
kaskoed01,1971,BOS,1,162,85,77
phillle99,1971,CAL,1,162,76,86
tannech01,1971,CHA,1,162,79,83
darkal01,1971,CLE,1,103,42,61
liponjo01,1971,CLE,2,59,18,41
martibi02,1971,DET,1,162,91,71
lemonbo01,1971,KCA,1,161,85,76
rignebi01,1971,MIN,1,160,74,86
bristda99,1971,ML4,1,161,69,92
houkra01,1971,NYA,1,162,82,80
willidi02,1971,OAK,1,161,101,60
willite01,1971,WS2,1,159,63,96
harrilu01,1971,ATL,1,162,82,80
durocle01,1971,CHN,1,162,83,79
andersp01,1971,CIN,1,162,79,83
walkeha01,1971,HOU,1,162,79,83
alstowa01,1971,LAN,1,162,89,73
mauchge01,1971,MON,1,162,71,90
hodgegi01,1971,NYN,1,162,83,79
lucchfr99,1971,PHI,1,162,67,95
murtada01,1971,PIT,1,162,97,65
gomezpr01,1971,SDN,1,161,61,100
foxch01,1971,SFN,1,162,90,72
schoere01,1971,SLN,1,163,90,72
weaveea99,1972,BAL,1,154,80,74
kaskoed01,1972,BOS,1,155,85,70
ricede01,1972,CAL,1,155,75,80
tannech01,1972,CHA,1,154,87,67
asproke01,1972,CLE,1,156,72,84
martibi02,1972,DET,1,156,86,70
lemonbo01,1972,KCA,1,154,76,78
rignebi01,1972,MIN,1,70,36,34
quilifr01,1972,MIN,2,84,41,43
bristda99,1972,ML4,1,30,10,20
mcmilro01,1972,ML4,2,2,1,1
crandde01,1972,ML4,3,124,54,70
houkra01,1972,NYA,1,155,79,76
willidi02,1972,OAK,1,155,93,62
willite01,1972,TEX,1,154,54,100
harrilu01,1972,ATL,1,105,47,57
matheed01,1972,ATL,2,50,23,27
durocle01,1972,CHN,1,91,46,44
lockmwh01,1972,CHN,2,65,39,26
andersp01,1972,CIN,1,154,95,59
walkeha01,1972,HOU,1,121,67,54
parkesa01,1972,HOU,2,1,1,0
durocle01,1972,HOU,3,31,16,15
alstowa01,1972,LAN,1,155,85,70
mauchge01,1972,MON,1,156,70,86
berrayo01,1972,NYN,1,156,83,73
lucchfr99,1972,PHI,1,76,26,50
owenspa99,1972,PHI,2,80,33,47
virdobi01,1972,PIT,1,155,96,59
gomezpr01,1972,SDN,1,11,4,7
zimmedo01,1972,SDN,2,142,54,88
foxch01,1972,SFN,1,155,69,86
schoere01,1972,SLN,1,156,75,81
weaveea99,1973,BAL,1,162,97,65
kaskoed01,1973,BOS,1,161,88,73
popowed99,1973,BOS,2,1,1,0
winklbo99,1973,CAL,1,162,79,83
tannech01,1973,CHA,1,162,77,85
asproke01,1973,CLE,1,162,71,91
martibi02,1973,DET,1,134,71,63
schuljo05,1973,DET,2,28,14,14
mckeoja99,1973,KCA,1,162,88,74
quilifr01,1973,MIN,1,162,81,81
crandde01,1973,ML4,1,162,74,88
