playerID,yearID,teamID,inseason,G,W,L
lajoina01,1908,CLE,1,157,90,64
jennihu01,1908,DET,1,154,90,63
griffcl01,1908,NYA,1,57,24,32
elberki01,1908,NYA,2,98,27,71
mackco01,1908,PHA,1,157,68,85
mcaleji01,1908,SLA,1,155,83,69
cantijo99,1908,WS1,1,155,67,85
donovpa01,1908,BRO,1,154,53,101
kellejo01,1908,BSN,1,156,63,91
chancfr01,1908,CHN,1,158,99,55
ganzejo01,1908,CIN,1,155,73,81
mcgrajo01,1908,NY1,1,157,98,56
murrabi99,1908,PHI,1,155,83,71
clarkfr01,1908,PIT,1,155,98,56
mcclojo99,1908,SLN,1,154,49,105
lakefr01,1909,BOS,1,152,88,63
sullibi03,1909,CHA,1,159,78,74
lajoina01,1909,CLE,1,114,57,57
mcguide01,1909,CLE,2,41,14,25
jennihu01,1909,DET,1,158,98,54
stallge01,1909,NYA,1,153,74,77
mackco01,1909,PHA,1,153,95,58
mcaleji01,1909,SLA,1,154,61,89
cantijo99,1909,WS1,1,156,42,110
lumleha01,1909,BRO,1,155,55,98
bowerfr01,1909,BSN,1,76,22,54
smithha03,1909,BSN,2,79,23,54
chancfr01,1909,CHN,1,155,104,49
griffcl01,1909,CIN,1,157,77,76
mcgrajo01,1909,NY1,1,158,92,61
murrabi99,1909,PHI,1,154,74,79
clarkfr01,1909,PIT,1,154,110,42
bresnro01,1909,SLN,1,154,54,98
donovpa01,1910,BOS,1,158,81,72
duffyhu01,1910,CHA,1,156,68,85
mcguide01,1910,CLE,1,161,71,81
jennihu01,1910,DET,1,155,86,68
stallge01,1910,NYA,1,142,78,59
chaseha01,1910,NYA,2,14,10,4
mackco01,1910,PHA,1,155,102,48
oconnja01,1910,SLA,1,158,47,107
mcaleji01,1910,WS1,1,157,66,85
dahlebi01,1910,BRO,1,156,64,90
lakefr01,1910,BSN,1,157,53,100
chancfr01,1910,CHN,1,154,104,50
griffcl01,1910,CIN,1,156,75,79
mcgrajo01,1910,NY1,1,155,91,63
dooinre01,1910,PHI,1,157,78,75
clarkfr01,1910,PIT,1,154,86,67
bresnro01,1910,SLN,1,153,63,90
donovpa01,1911,BOS,1,153,78,75
duffyhu01,1911,CHA,1,154,77,74
mcguide01,1911,CLE,1,17,6,11
stovage01,1911,CLE,2,139,74,62
jennihu01,1911,DET,1,154,89,65
chaseha01,1911,NYA,1,153,76,76
mackco01,1911,PHA,1,152,101,50
wallabo01,1911,SLA,1,152,45,107
mcaleji01,1911,WS1,1,154,64,90
dahlebi01,1911,BRO,1,154,64,86
tennefr02,1911,BSN,1,156,44,107
chancfr01,1911,CHN,1,158,92,62
griffcl01,1911,CIN,1,159,70,83
mcgrajo01,1911,NY1,1,154,99,54
dooinre01,1911,PHI,1,153,79,73
clarkfr01,1911,PIT,1,156,85,69
bresnro01,1911,SLN,1,158,75,74
stahlja01,1912,BOS,1,154,105,47
callani01,1912,CHA,1,158,78,76
davisha01,1912,CLE,1,127,54,71
birmijo01,1912,CLE,2,28,21,7
jennihu01,1912,DET,1,154,69,84
wolveha01,1912,NYA,1,153,50,102
mackco01,1912,PHA,1,153,90,62
wallabo01,1912,SLA,1,40,12,27
stovage01,1912,SLA,2,117,41,74
griffcl01,1912,WS1,1,154,91,61
dahlebi01,1912,BRO,1,153,58,95
klingjo01,1912,BSN,1,155,52,101
chancfr01,1912,CHN,1,153,91,59
odayha01,1912,CIN,1,155,75,78
mcgrajo01,1912,NY1,1,154,103,48
dooinre01,1912,PHI,1,152,73,79
clarkfr01,1912,PIT,1,153,93,58
bresnro01,1912,SLN,1,153,63,90
stahlja01,1913,BOS,1,81,39,41
carribi02,1913,BOS,2,70,40,30
callani01,1913,CHA,1,153,78,74
birmijo01,1913,CLE,1,155,86,66
jennihu01,1913,DET,1,153,66,87
chancfr01,1913,NYA,1,153,57,94
mackco01,1913,PHA,1,153,96,57
stovage01,1913,SLA,1,135,50,84
austiji01,1913,SLA,2,8,2,6
rickebr01,1913,SLA,3,12,5,6
griffcl01,1913,WS1,1,155,90,64
dahlebi01,1913,BRO,1,152,65,84
stallge01,1913,BSN,1,154,69,82
eversjo01,1913,CHN,1,155,88,65
tinkejo01,1913,CIN,1,156,64,89
mcgrajo01,1913,NY1,1,156,101,51
dooinre01,1913,PHI,1,159,88,63
clarkfr01,1913,PIT,1,155,78,71
huggimi01,1913,SLN,1,153,51,99
carribi02,1914,BOS,1,159,91,62
callani01,1914,CHA,1,157,70,84
birmijo01,1914,CLE,1,157,51,102
jennihu01,1914,DET,1,157,80,73
chancfr01,1914,NYA,1,137,60,74
peckiro01,1914,NYA,2,20,10,10
mackco01,1914,PHA,1,158,99,53
rickebr01,1914,SLA,1,159,71,82
griffcl01,1914,WS1,1,158,81,73
knabeot01,1914,BLF,1,160,84,70
bradlbi01,1914,BRF,1,157,77,77
schlala01,1914,BUF,1,156,80,71
tinkejo01,1914,CHF,1,158,87,67
phillbi02,1914,IND,1,157,88,65
stovage01,1914,KCF,1,154,67,84
gessldo01,1914,PTF,1,11,3,8
oakesre01,1914,PTF,2,143,61,78
brownmo01,1914,SLF,1,114,50,63
jonesfi01,1914,SLF,2,40,12,26
robinwi01,1914,BRO,1,154,75,79
stallge01,1914,BSN,1,158,94,59
odayha01,1914,CHN,1,156,78,76
herzobu01,1914,CIN,1,157,60,94
mcgrajo01,1914,NY1,1,156,84,70
dooinre01,1914,PHI,1,154,74,80
clarkfr01,1914,PIT,1,158,69,85
huggimi01,1914,SLN,1,157,81,72
carribi02,1915,BOS,1,155,101,50
rowlapa99,1915,CHA,1,156,93,61
birmijo01,1915,CLE,1,28,12,16
fohlle01,1915,CLE,2,127,45,79
jennihu01,1915,DET,1,156,100,54
donovbi01,1915,NYA,1,154,69,83
mackco01,1915,PHA,1,154,43,109
rickebr01,1915,SLA,1,159,63,91
griffcl01,1915,WS1,1,155,85,68
knabeot01,1915,BLF,1,155,47,107
mageele01,1915,BRF,1,118,53,64
ganzejo01,1915,BRF,2,35,17,18
schlala01,1915,BUF,1,41,13,28
blairwa01,1915,BUF,2,2,1,1
lordha01,1915,BUF,3,110,60,49
tinkejo01,1915,CHF,1,156,86,66
stovage01,1915,KCF,1,153,81,72
phillbi02,1915,NEW,1,53,26,27
mckecbi01,1915,NEW,2,102,54,45
oakesre01,1915,PTF,1,156,86,67
jonesfi01,1915,SLF,1,159,87,67
robinwi01,1915,BRO,1,154,80,72
stallge01,1915,BSN,1,157,83,69
bresnro01,1915,CHN,1,157,73,80
herzobu01,1915,CIN,1,160,71,83
mcgrajo01,1915,NY1,1,155,69,83
moranpa01,1915,PHI,1,153,90,62
clarkfr01,1915,PIT,1,157,73,81
huggimi01,1915,SLN,1,157,72,81
carribi02,1916,BOS,1,156,91,63
rowlapa99,1916,CHA,1,155,89,65
fohlle01,1916,CLE,1,157,77,77
jennihu01,1916,DET,1,155,87,67
donovbi01,1916,NYA,1,156,80,74
mackco01,1916,PHA,1,154,36,117
jonesfi01,1916,SLA,1,158,79,75
griffcl01,1916,WS1,1,159,76,77
robinwi01,1916,BRO,1,156,94,60
stallge01,1916,BSN,1,158,89,63
tinkejo01,1916,CHN,1,156,67,86
herzobu01,1916,CIN,1,84,34,49
wingoiv01,1916,CIN,2,2,1,1
mathech01,1916,CIN,3,69,25,43
mcgrajo01,1916,NY1,1,155,86,66
moranpa01,1916,PHI,1,154,91,62
callani01,1916,PIT,1,157,65,89
huggimi01,1916,SLN,1,153,60,93
barryja01,1917,BOS,1,157,90,62
rowlapa99,1917,CHA,1,156,100,54
fohlle01,1917,CLE,1,156,88,66
jennihu01,1917,DET,1,155,78,75
donovbi01,1917,NYA,1,155,71,82
mackco01,1917,PHA,1,154,55,98
jonesfi01,1917,SLA,1,155,57,97
griffcl01,1917,WS1,1,158,74,79
robinwi01,1917,BRO,1,156,70,81
stallge01,1917,BSN,1,158,72,81
mitchfr01,1917,CHN,1,157,74,80
mathech01,1917,CIN,1,157,78,76
mcgrajo01,1917,NY1,1,158,98,56
moranpa01,1917,PHI,1,155,87,65
callani01,1917,PIT,1,61,20,40
wagneho01,1917,PIT,2,5,1,4
bezdehu99,1917,PIT,3,91,30,59
huggimi01,1917,SLN,1,154,82,70
barroed99,1918,BOS,1,126,75,51
rowlapa99,1918,CHA,1,124,57,67
fohlle01,1918,CLE,1,129,73,54
jennihu01,1918,DET,1,128,55,71
huggimi01,1918,NYA,1,126,60,63
mackco01,1918,PHA,1,130,52,76
jonesfi01,1918,SLA,1,46,22,24
austiji01,1918,SLA,2,16,7,9
burkeji01,1918,SLA,3,61,29,31
griffcl01,1918,WS1,1,130,72,56
robinwi01,1918,BRO,1,127,57,69
stallge01,1918,BSN,1,124,53,71
mitchfr01,1918,CHN,1,131,84,45
mathech01,1918,CIN,1,120,61,57
grohhe01,1918,CIN,2,10,7,3
mcgrajo01,1918,NY1,1,124,71,53
moranpa01,1918,PHI,1,125,55,68
bezdehu99,1918,PIT,1,126,65,60
hendrja01,1918,SLN,1,133,51,78
barroed99,1919,BOS,1,138,66,71
gleaski01,1919,CHA,1,140,88,52
fohlle01,1919,CLE,1,78,44,34
speaktr01,1919,CLE,2,61,40,21
jennihu01,1919,DET,1,140,80,60
huggimi01,1919,NYA,1,141,80,59
mackco01,1919,PHA,1,140,36,104
burkeji01,1919,SLA,1,140,67,72
griffcl01,1919,WS1,1,142,56,84
robinwi01,1919,BRO,1,141,69,71
stallge01,1919,BSN,1,140,57,82
mitchfr01,1919,CHN,1,140,75,65
moranpa01,1919,CIN,1,140,96,44
mcgrajo01,1919,NY1,1,140,87,53
coombja01,1919,PHI,1,63,18,44
cravaga01,1919,PHI,2,75,29,46
bezdehu99,1919,PIT,1,139,71,68
rickebr01,1919,SLN,1,138,54,83
barroed99,1920,BOS,1,154,72,81
gleaski01,1920,CHA,1,154,96,58
speaktr01,1920,CLE,1,154,98,56
jennihu01,1920,DET,1,155,61,93
huggimi01,1920,NYA,1,154,95,59
mackco01,1920,PHA,1,156,48,106
burkeji01,1920,SLA,1,154,76,77
griffcl01,1920,WS1,1,153,68,84
robinwi01,1920,BRO,1,155,93,61
stallge01,1920,BSN,1,153,62,90
mitchfr01,1920,CHN,1,154,75,79
moranpa01,1920,CIN,1,154,82,71
mcgrajo01,1920,NY1,1,155,86,68
cravaga01,1920,PHI,1,153,62,91
gibsoge01,1920,PIT,1,155,79,75
rickebr01,1920,SLN,1,155,75,79
duffyhu01,1921,BOS,1,154,75,79
gleaski01,1921,CHA,1,154,62,92
speaktr01,1921,CLE,1,154,94,60
cobbty01,1921,DET,1,154,71,82
huggimi01,1921,NYA,1,153,98,55
mackco01,1921,PHA,1,155,53,100
fohlle01,1921,SLA,1,154,81,73
mcbrige01,1921,WS1,1,154,80,73
robinwi01,1921,BRO,1,152,77,75
mitchfr01,1921,BSN,1,153,79,74
eversjo01,1921,CHN,1,96,41,55
killebi01,1921,CHN,2,57,23,34
moranpa01,1921,CIN,1,153,70,83
mcgrajo01,1921,NY1,1,153,94,59
donovbi01,1921,PHI,1,87,25,62
wilheka01,1921,PHI,2,67,26,41
gibsoge01,1921,PIT,1,154,90,63
rickebr01,1921,SLN,1,154,87,66
duffyhu01,1922,BOS,1,154,61,93
gleaski01,1922,CHA,1,155,77,77
speaktr01,1922,CLE,1,155,78,76
cobbty01,1922,DET,1,155,79,75
huggimi01,1922,NYA,1,154,94,60
mackco01,1922,PHA,1,155,65,89
fohlle01,1922,SLA,1,154,93,61
milancl01,1922,WS1,1,154,69,85
robinwi01,1922,BRO,1,155,76,78
mitchfr01,1922,BSN,1,154,53,100
killebi01,1922,CHN,1,156,80,74
moranpa01,1922,CIN,1,156,86,68
mcgrajo01,1922,NY1,1,156,93,61
wilheka01,1922,PHI,1,154,57,96
gibsoge01,1922,PIT,1,65,32,33
mckecbi01,1922,PIT,2,90,53,36
rickebr01,1922,SLN,1,154,85,69
chancfr01,1923,BOS,1,154,61,91
gleaski01,1923,CHA,1,156,69,85
speaktr01,1923,CLE,1,153,82,71
cobbty01,1923,DET,1,155,83,71
huggimi01,1923,NYA,1,152,98,54
mackco01,1923,PHA,1,153,69,83
fohlle01,1923,SLA,1,103,52,49
austiji01,1923,SLA,2,51,22,29
bushdo01,1923,WS1,1,155,75,78
robinwi01,1923,BRO,1,155,76,78
mitchfr01,1923,BSN,1,155,54,100
killebi01,1923,CHN,1,154,83,71
moranpa01,1923,CIN,1,154,91,63
mcgrajo01,1923,NY1,1,153,95,58
fletcar01,1923,PHI,1,155,50,104
mckecbi01,1923,PIT,1,154,87,67
rickebr01,1923,SLN,1,154,79,74
fohlle01,1924,BOS,1,157,67,87
eversjo01,1924,CHA,1,21,10,11
walshed01,1924,CHA,2,3,1,2
collied01,1924,CHA,3,27,14,13
eversjo01,1924,CHA,4,103,41,61
speaktr01,1924,CLE,1,153,67,86
cobbty01,1924,DET,1,156,86,68
huggimi01,1924,NYA,1,153,89,63
mackco01,1924,PHA,1,152,71,81
sislege01,1924,SLA,1,153,74,78
harribu01,1924,WS1,1,156,92,62
robinwi01,1924,BRO,1,154,92,62
bancrda01,1924,BSN,1,154,53,100
killebi01,1924,CHN,1,154,81,72
hendrja01,1924,CIN,1,153,83,70
mcgrajo01,1924,NY1,1,29,16,13
jennihu01,1924,NY1,2,44,32,12
mcgrajo01,1924,NY1,3,81,45,35
fletcar01,1924,PHI,1,152,55,96
mckecbi01,1924,PIT,1,153,90,63
rickebr01,1924,SLN,1,154,65,89
fohlle01,1925,BOS,1,152,47,105
collied01,1925,CHA,1,154,79,75
speaktr01,1925,CLE,1,155,70,84
cobbty01,1925,DET,1,156,81,73
huggimi01,1925,NYA,1,156,69,85
mackco01,1925,PHA,1,153,88,64
sislege01,1925,SLA,1,154,82,71
harribu01,1925,WS1,1,152,96,55
robinwi01,1925,BRO,1,153,68,85
bancrda01,1925,BSN,1,153,70,83
killebi01,1925,CHN,1,75,33,42
maranra01,1925,CHN,2,53,23,30
gibsoge01,1925,CHN,3,26,12,14
hendrja01,1925,CIN,1,153,80,73
mcgrajo01,1925,NY1,1,14,10,4
jennihu01,1925,NY1,2,32,21,11
mcgrajo01,1925,NY1,3,106,55,51
fletcar01,1925,PHI,1,153,68,85
mckecbi01,1925,PIT,1,153,95,58
rickebr01,1925,SLN,1,38,13,25
hornsro01,1925,SLN,2,115,64,51
fohlle01,1926,BOS,1,154,46,107
collied01,1926,CHA,1,155,81,72
speaktr01,1926,CLE,1,154,88,66
cobbty01,1926,DET,1,157,79,75
huggimi01,1926,NYA,1,155,91,63
mackco01,1926,PHA,1,150,83,67
sislege01,1926,SLA,1,155,62,92
harribu01,1926,WS1,1,152,81,69
robinwi01,1926,BRO,1,155,71,82
bancrda01,1926,BSN,1,153,66,86
mccarjo99,1926,CHN,1,155,82,72
hendrja01,1926,CIN,1,157,87,67
mcgrajo01,1926,NY1,1,151,74,77
fletcar01,1926,PHI,1,152,58,93
mckecbi01,1926,PIT,1,157,84,69
hornsro01,1926,SLN,1,156,89,65
carribi02,1927,BOS,1,154,51,103
schalra01,1927,CHA,1,153,70,83
mccalja99,1927,CLE,1,153,66,87
moriage02,1927,DET,1,156,82,71
huggimi01,1927,NYA,1,155,110,44
mackco01,1927,PHA,1,155,91,63
howleda01,1927,SLA,1,155,59,94
harribu01,1927,WS1,1,157,85,69
robinwi01,1927,BRO,1,154,65,88
bancrda01,1927,BSN,1,155,60,94
mccarjo99,1927,CHN,1,153,85,68
hendrja01,1927,CIN,1,153,75,78
mcgrajo01,1927,NY1,1,122,70,52
hornsro01,1927,NY1,2,33,22,10
mcinnst01,1927,PHI,1,155,51,103
bushdo01,1927,PIT,1,156,94,60
ofarrbo01,1927,SLN,1,153,92,61
carribi02,1928,BOS,1,154,57,96
schalra01,1928,CHA,1,75,32,42
blackle01,1928,CHA,2,80,40,40
peckiro01,1928,CLE,1,155,62,92
moriage02,1928,DET,1,154,68,86
huggimi01,1928,NYA,1,154,101,53
mackco01,1928,PHA,1,153,98,55
howleda01,1928,SLA,1,154,82,72
harribu01,1928,WS1,1,155,75,79
robinwi01,1928,BRO,1,155,77,76
slattja01,1928,BSN,1,31,11,20
hornsro01,1928,BSN,2,122,39,83
mccarjo99,1928,CHN,1,154,91,63
hendrja01,1928,CIN,1,153,78,74
mcgrajo01,1928,NY1,1,155,93,61
shottbu01,1928,PHI,1,152,43,109
bushdo01,1928,PIT,1,152,85,67
mckecbi01,1928,SLN,1,154,95,59
carribi02,1929,BOS,1,155,58,96
blackle01,1929,CHA,1,152,59,93
peckiro01,1929,CLE,1,152,81,71
harribu01,1929,DET,1,155,70,84
huggimi01,1929,NYA,1,143,82,61
fletcar01,1929,NYA,2,11,6,5
mackco01,1929,PHA,1,151,104,46
howleda01,1929,SLA,1,154,79,73
johnswa01,1929,WS1,1,153,71,81
robinwi01,1929,BRO,1,153,70,83
fuchsju99,1929,BSN,1,154,56,98
mccarjo99,1929,CHN,1,156,98,54
hendrja01,1929,CIN,1,155,66,88
mcgrajo01,1929,NY1,1,152,84,67
shottbu01,1929,PHI,1,154,71,82
bushdo01,1929,PIT,1,119,67,51
ensje01,1929,PIT,2,35,21,14
southbi01,1929,SLN,1,90,43,45
streega01,1929,SLN,2,1,1,0
mckecbi01,1929,SLN,3,63,34,29
wagnehe01,1930,BOS,1,154,52,102
bushdo01,1930,CHA,1,154,62,92
peckiro01,1930,CLE,1,154,81,73
harribu01,1930,DET,1,154,75,79
shawkbo01,1930,NYA,1,154,86,68
mackco01,1930,PHA,1,154,102,52
killebi01,1930,SLA,1,154,64,90
johnswa01,1930,WS1,1,154,94,60
robinwi01,1930,BRO,1,154,86,68
mckecbi01,1930,BSN,1,154,70,84
mccarjo99,1930,CHN,1,152,86,64
hornsro01,1930,CHN,2,4,4,0
howleda01,1930,CIN,1,154,59,95
mcgrajo01,1930,NY1,1,154,87,67
shottbu01,1930,PHI,1,156,52,102
ensje01,1930,PIT,1,154,80,74
streega01,1930,SLN,1,154,92,62
collish01,1931,BOS,1,153,62,90
bushdo01,1931,CHA,1,156,56,97
peckiro01,1931,CLE,1,155,78,76
harribu01,1931,DET,1,154,61,93
mccarjo99,1931,NYA,1,155,94,59
mackco01,1931,PHA,1,153,107,45
killebi01,1931,SLA,1,154,63,91
johnswa01,1931,WS1,1,156,92,62
robinwi01,1931,BRO,1,153,79,73
mckecbi01,1931,BSN,1,156,64,90
hornsro01,1931,CHN,1,156,84,70
howleda01,1931,CIN,1,154,58,96
mcgrajo01,1931,NY1,1,153,87,65
shottbu01,1931,PHI,1,155,66,88
ensje01,1931,PIT,1,155,75,79
streega01,1931,SLN,1,154,101,53
collish01,1932,BOS,1,55,11,44
mcmanma01,1932,BOS,2,99,32,67
fonsele01,1932,CHA,1,152,49,102
peckiro01,1932,CLE,1,153,87,65
harribu01,1932,DET,1,153,76,75
mccarjo99,1932,NYA,1,156,107,47
mackco01,1932,PHA,1,154,94,60
killebi01,1932,SLA,1,154,63,91
johnswa01,1932,WS1,1,154,93,61
careyma01,1932,BRO,1,154,81,73
mckecbi01,1932,BSN,1,155,77,77
hornsro01,1932,CHN,1,99,53,46
grimmch01,1932,CHN,2,55,37,18
howleda01,1932,CIN,1,155,60,94
mcgrajo01,1932,NY1,1,40,17,23
terrybi01,1932,NY1,2,114,55,59
shottbu01,1932,PHI,1,154,78,76
gibsoge01,1932,PIT,1,154,86,68
streega01,1932,SLN,1,156,72,82
mcmanma01,1933,BOS,1,149,63,86
fonsele01,1933,CHA,1,151,67,83
peckiro01,1933,CLE,1,51,26,25
falkbi01,1933,CLE,2,1,1,0
johnswa01,1933,CLE,3,99,48,51
harribu01,1933,DET,1,153,73,79
bakerde01,1933,DET,2,2,2,0
mccarjo99,1933,NYA,1,152,91,59
mackco01,1933,PHA,1,152,79,72
killebi01,1933,SLA,1,91,34,57
sothoal01,1933,SLA,2,8,2,6
hornsro01,1933,SLA,3,54,19,33
cronijo01,1933,WS1,1,153,99,53
careyma01,1933,BRO,1,157,65,88
mckecbi01,1933,BSN,1,156,83,71
grimmch01,1933,CHN,1,154,86,68
bushdo01,1933,CIN,1,153,58,94
terrybi01,1933,NY1,1,156,91,61
shottbu01,1933,PHI,1,152,60,92
gibsoge01,1933,PIT,1,154,87,67
streega01,1933,SLN,1,91,46,45
friscfr01,1933,SLN,2,63,36,26
harribu01,1934,BOS,1,153,76,76
fonsele01,1934,CHA,1,15,4,11
dykesji01,1934,CHA,2,138,49,88
johnswa01,1934,CLE,1,154,85,69
cochrmi01,1934,DET,1,154,101,53
mccarjo99,1934,NYA,1,154,94,60
mackco01,1934,PHA,1,153,68,82
hornsro01,1934,SLA,1,154,67,85
cronijo01,1934,WS1,1,155,66,86
stengca01,1934,BRO,1,153,71,81
mckecbi01,1934,BSN,1,152,78,73
grimmch01,1934,CHN,1,152,86,65
ofarrbo01,1934,CIN,1,91,30,60
shottbu01,1934,CIN,2,1,1,0
dressch01,1934,CIN,3,60,21,39
terrybi01,1934,NY1,1,153,93,60
wilsoji01,1934,PHI,1,149,56,93
gibsoge01,1934,PIT,1,51,27,24
traynpi01,1934,PIT,2,100,47,52
friscfr01,1934,SLN,1,154,95,58
cronijo01,1935,BOS,1,154,78,75
dykesji01,1935,CHA,1,153,74,78
johnswa01,1935,CLE,1,96,46,48
oneilst01,1935,CLE,2,60,36,23
cochrmi01,1935,DET,1,152,93,58
mccarjo99,1935,NYA,1,149,89,60
mackco01,1935,PHA,1,149,58,91
hornsro01,1935,SLA,1,155,65,87
harribu01,1935,WS1,1,154,67,86
stengca01,1935,BRO,1,154,70,83
mckecbi01,1935,BSN,1,153,38,115
grimmch01,1935,CHN,1,154,100,54
dressch01,1935,CIN,1,154,68,85
terrybi01,1935,NY1,1,156,91,62
wilsoji01,1935,PHI,1,156,64,89
traynpi01,1935,PIT,1,153,86,67
friscfr01,1935,SLN,1,154,96,58
cronijo01,1936,BOS,1,155,74,80
dykesji01,1936,CHA,1,153,81,70
oneilst01,1936,CLE,1,157,80,74
cochrmi01,1936,DET,1,53,29,24
bakerde01,1936,DET,2,34,18,16
cochrmi01,1936,DET,3,67,36,31
mccarjo99,1936,NYA,1,155,102,51
mackco01,1936,PHA,1,154,53,100
hornsro01,1936,SLA,1,155,57,95
harribu01,1936,WS1,1,153,82,71
stengca01,1936,BRO,1,156,67,87
mckecbi01,1936,BSN,1,157,71,83
grimmch01,1936,CHN,1,154,87,67
dressch01,1936,CIN,1,154,74,80
terrybi01,1936,NY1,1,154,92,62
wilsoji01,1936,PHI,1,154,54,100
traynpi01,1936,PIT,1,156,84,70
friscfr01,1936,SLN,1,155,87,67
cronijo01,1937,BOS,1,154,80,72
dykesji01,1937,CHA,1,154,86,68
oneilst01,1937,CLE,1,156,83,71
cochrmi01,1937,DET,1,29,16,13
bakerde01,1937,DET,2,54,34,20
cochrmi01,1937,DET,3,47,26,20
bakerde01,1937,DET,4,10,7,3
perkicy01,1937,DET,5,15,6,9
mccarjo99,1937,NYA,1,157,102,52
mackco01,1937,PHA,1,120,39,80
mackea01,1937,PHA,2,34,15,17
hornsro01,1937,SLA,1,78,25,52
bottoji01,1937,SLA,2,78,21,56
harribu01,1937,WS1,1,158,73,80
grimebu01,1937,BRO,1,155,62,91
mckecbi01,1937,BSN,1,152,79,73
grimmch01,1937,CHN,1,154,93,61
dressch01,1937,CIN,1,130,51,78
wallabo01,1937,CIN,2,25,5,20
terrybi01,1937,NY1,1,152,95,57
wilsoji01,1937,PHI,1,155,61,92
traynpi01,1937,PIT,1,154,86,68
friscfr01,1937,SLN,1,157,81,73
cronijo01,1938,BOS,1,150,88,61
dykesji01,1938,CHA,1,149,65,83
vittos01,1938,CLE,1,153,86,66
cochrmi01,1938,DET,1,98,47,51
bakerde01,1938,DET,2,57,37,19
mccarjo99,1938,NYA,1,157,99,53
mackco01,1938,PHA,1,154,53,99
streega01,1938,SLA,1,146,53,90
melilsk01,1938,SLA,2,10,2,7
harribu01,1938,WS1,1,152,75,76
grimebu01,1938,BRO,1,151,69,80
stengca01,1938,BSN,1,153,77,75
grimmch01,1938,CHN,1,81,45,36
hartnga01,1938,CHN,2,73,44,27
mckecbi01,1938,CIN,1,151,82,68
terrybi01,1938,NY1,1,152,83,67
wilsoji01,1938,PHI,1,149,45,103
loberha01,1938,PHI,2,2,0,2
traynpi01,1938,PIT,1,152,86,64
friscfr01,1938,SLN,1,139,63,72
gonzami01,1938,SLN,2,17,8,8
cronijo01,1939,BOS,1,152,89,62
dykesji01,1939,CHA,1,155,85,69
vittos01,1939,CLE,1,154,87,67
bakerde01,1939,DET,1,155,81,73
mccarjo99,1939,NYA,1,152,106,45
mackco01,1939,PHA,1,62,25,37
mackea01,1939,PHA,2,91,30,60
haneyfr01,1939,SLA,1,156,43,111
harribu01,1939,WS1,1,153,65,87
durocle01,1939,BRO,1,157,84,69
stengca01,1939,BSN,1,152,63,88
hartnga01,1939,CHN,1,156,84,70
mckecbi01,1939,CIN,1,156,97,57
terrybi01,1939,NY1,1,151,77,74
prothdo01,1939,PHI,1,152,45,106
traynpi01,1939,PIT,1,153,68,85
bladera01,1939,SLN,1,155,92,61
cronijo01,1940,BOS,1,154,82,72
dykesji01,1940,CHA,1,155,82,72
vittos01,1940,CLE,1,155,89,65
bakerde01,1940,DET,1,155,90,64
mccarjo99,1940,NYA,1,155,88,66
mackco01,1940,PHA,1,154,54,100
haneyfr01,1940,SLA,1,156,67,87
harribu01,1940,WS1,1,154,64,90
durocle01,1940,BRO,1,156,88,65
stengca01,1940,BSN,1,152,65,87
hartnga01,1940,CHN,1,154,75,79
mckecbi01,1940,CIN,1,155,100,53
terrybi01,1940,NY1,1,152,72,80
prothdo01,1940,PHI,1,153,50,103
friscfr01,1940,PIT,1,156,78,76
bladera01,1940,SLN,1,39,14,24
gonzami01,1940,SLN,2,6,1,5
southbi01,1940,SLN,3,111,69,40
cronijo01,1941,BOS,1,155,84,70
dykesji01,1941,CHA,1,156,77,77
peckiro01,1941,CLE,1,155,75,79
bakerde01,1941,DET,1,155,75,79
mccarjo99,1941,NYA,1,156,101,53
mackco01,1941,PHA,1,154,64,90
haneyfr01,1941,SLA,1,44,15,29
sewellu01,1941,SLA,2,113,55,55
harribu01,1941,WS1,1,156,70,84
durocle01,1941,BRO,1,157,100,54
stengca01,1941,BSN,1,156,62,92
wilsoji01,1941,CHN,1,155,70,84
mckecbi01,1941,CIN,1,154,88,66
terrybi01,1941,NY1,1,156,74,79
prothdo01,1941,PHI,1,155,43,111
friscfr01,1941,PIT,1,156,81,73
southbi01,1941,SLN,1,155,97,56
cronijo01,1942,BOS,1,152,93,59
dykesji01,1942,CHA,1,148,66,82
boudrlo01,1942,CLE,1,156,75,79
bakerde01,1942,DET,1,156,73,81
mccarjo99,1942,NYA,1,154,103,51
mackco01,1942,PHA,1,154,55,99
sewellu01,1942,SLA,1,151,82,69
harribu01,1942,WS1,1,151,62,89
durocle01,1942,BRO,1,155,104,50
stengca01,1942,BSN,1,150,59,89
wilsoji01,1942,CHN,1,155,68,86
mckecbi01,1942,CIN,1,154,76,76
ottme01,1942,NY1,1,154,85,67
loberha01,1942,PHI,1,151,42,109
friscfr01,1942,PIT,1,151,66,81
southbi01,1942,SLN,1,156,106,48
cronijo01,1943,BOS,1,155,68,84
dykesji01,1943,CHA,1,155,82,72
boudrlo01,1943,CLE,1,153,82,71
oneilst01,1943,DET,1,155,78,76
mccarjo99,1943,NYA,1,155,98,56
mackco01,1943,PHA,1,155,49,105
sewellu01,1943,SLA,1,153,72,80
bluegos01,1943,WS1,1,153,84,69
durocle01,1943,BRO,1,153,81,72
colembo01,1943,BSN,1,46,21,25
stengca01,1943,BSN,2,107,47,60
wilsoji01,1943,CHN,1,154,74,79
mckecbi01,1943,CIN,1,155,87,67
