yearID,teamID,name,lgID,divID,G,GHome,W,L,Rank,park,attendance,BPF,PPF
1895,BLN,Baltimore Orioles,NL,,131,,87,43,1,Union Park,293000,103,100
1895,BRO,Brooklyn Grooms,NL,,133,,71,60,5,Eastern Park,230000,92,92
1895,BSN,Boston Beaneaters,NL,,133,,71,60,6,South End Grounds III,242000,105,104
1895,CHN,Chicago Colts,NL,,133,,72,58,4,West Side Park II,382300,107,107
1895,CIN,Cincinnati Reds,NL,,132,,66,64,8,League Park II in Cincinnati,281000,104,104
1895,CL4,Cleveland Spiders,NL,,132,,84,46,2,League Park I,143000,106,104
1895,LS3,Louisville Colonels,NL,,132,,35,96,12,Eclipse Park II,92000,94,97
1895,NY1,New York Giants,NL,,132,,66,65,9,Polo Grounds III,240000,98,97
1895,PHI,Philadelphia Phillies,NL,,133,,78,53,3,Baker Bowl,474971,100,100
1895,PIT,Pittsburgh Pirates,NL,,134,,71,61,7,Exposition Park,188000,95,95
1895,SLN,St. Louis Browns,NL,,136,,39,92,11,Robison Field,170000,99,101
1895,WAS,Washington Senators,NL,,133,,43,85,10,Boundary Field,153000,99,101
1896,BLN,Baltimore Orioles,NL,,132,,90,39,1,Union Park,249448,102,98
1896,BRO,Brooklyn Bridegrooms,NL,,133,,58,73,10,Eastern Park,201000,94,95
1896,BSN,Boston Beaneaters,NL,,132,,74,57,4,South End Grounds III,240000,106,104
1896,CHN,Chicago Colts,NL,,132,,71,57,5,West Side Park II,317500,104,104
1896,CIN,Cincinnati Reds,NL,,128,,77,50,3,League Park II in Cincinnati,373000,107,106
1896,CL4,Cleveland Spiders,NL,,135,,80,48,2,League Park I,152000,106,104
1896,LS3,Louisville Colonels,NL,,134,,38,93,12,Eclipse Park II,133000,96,99
1896,NY1,New York Giants,NL,,133,,64,67,7,Polo Grounds III,274000,97,96
1896,PHI,Philadelphia Phillies,NL,,130,,62,68,8,Baker Bowl,357025,99,99
1896,PIT,Pittsburgh Pirates,NL,,131,,66,63,6,Exposition Park,197000,96,96
1896,SLN,St. Louis Browns,NL,,131,,40,90,11,Robison Field,184000,96,100
1896,WAS,Washington Senators,NL,,133,,58,73,9,Boundary Field,223000,100,101
1897,BLN,Baltimore Orioles,NL,,136,,90,40,2,Union Park,273046,100,97
1897,BRO,Brooklyn Bridegrooms,NL,,136,,61,71,7,Eastern Park,220831,94,95
1897,BSN,Boston Beaneaters,NL,,135,,93,39,1,South End Grounds III,334800,106,104
1897,CHN,Chicago Colts,NL,,138,,59,73,9,West Side Park II,327160,104,104
1897,CIN,Cincinnati Reds,NL,,134,,76,56,4,League Park II in Cincinnati,336800,107,106
1897,CL4,Cleveland Spiders,NL,,130,,69,62,5,League Park I,115250,110,109
1897,LS3,Louisville Colonels,NL,,135,,52,78,11,Eclipse Park II,145210,97,99
1897,NY1,New York Giants,NL,,137,,83,48,3,Polo Grounds III,390340,97,96
1897,PHI,Philadelphia Phillies,NL,,133,,55,77,10,Baker Bowl,290027,97,97
1897,PIT,Pittsburgh Pirates,NL,,134,,60,71,8,Exposition Park,165950,96,97
1897,SLN,St. Louis Browns,NL,,133,,29,102,12,Robison Field,136400,98,102
1897,WAS,Washington Senators,NL,,133,,61,71,6,Boundary Field,151028,99,101
1898,BLN,Baltimore Orioles,NL,,153,,96,53,2,Union Park,123416,102,99
1898,BRO,Brooklyn Bridegrooms,NL,,149,,54,91,10,Washington Park III,122514,100,99
1898,BSN,Boston Beaneaters,NL,,152,,102,47,1,South End Grounds III,229275,105,102
1898,CHN,Chicago Orphans,NL,,152,,85,65,4,West Side Park II,424352,100,99
1898,CIN,Cincinnati Reds,NL,,157,,92,60,3,League Park II in Cincinnati,336378,107,106
1898,CL4,Cleveland Spiders,NL,,156,,81,68,5,League Park I,70496,96,95
1898,LS3,Louisville Colonels,NL,,154,,70,81,9,Eclipse Park II,128980,99,99
1898,NY1,New York Giants,NL,,156,,77,73,7,Polo Grounds III,265414,97,96
1898,PHI,Philadelphia Phillies,NL,,150,,78,71,6,Baker Bowl,265414,96,95
1898,PIT,Pittsburgh Pirates,NL,,152,,72,76,8,Exposition Park,150900,98,99
1898,SLN,St. Louis Browns,NL,,154,,39,111,12,Robison Field,151700,102,105
1898,WAS,Washington Senators,NL,,155,,51,101,11,Boundary Field,103250,100,101
1899,BLN,Baltimore Orioles,NL,,151,,86,62,4,Union Park,121935,105,103
1899,BRO,Brooklyn Superbas,NL,,148,,101,47,1,Washington Park III,269641,102,102
1899,BSN,Boston Beaneaters,NL,,153,,95,57,2,South End Grounds III,200384,109,108
1899,CHN,Chicago Orphans,NL,,152,,75,73,8,West Side Park II,352130,97,97
1899,CIN,Cincinnati Reds,NL,,157,,83,67,6,League Park II in Cincinnati,259536,102,102
1899,CL4,Cleveland Spiders,NL,,154,,20,134,12,League Park I,6088,89,96
1899,LS3,Louisville Colonels,NL,,156,,75,77,9,Eclipse Park II,109319,100,100
1899,NY1,New York Giants,NL,,152,,60,90,10,Polo Grounds III,121384,97,97
1899,PHI,Philadelphia Phillies,NL,,154,,94,58,3,Baker Bowl,388933,97,96
1899,PIT,Pittsburgh Pirates,NL,,155,,76,73,7,Exposition Park,251834,100,99
1899,SLN,St. Louis Perfectos,NL,,155,,84,67,5,Robison Field,373909,102,103
1899,WAS,Washington Senators,NL,,155,,54,98,11,Boundary Field,86392,99,101
1900,BRO,Brooklyn Superbas,NL,,142,,82,54,1,Washington Park III,183000,106,104
1900,BSN,Boston Beaneaters,NL,,142,,66,72,4,South End Grounds III,202000,112,111
1900,CHN,Chicago Orphans,NL,,146,,65,75,6,West Side Park II,248577,96,98
1900,CIN,Cincinnati Reds,NL,,144,,62,77,7,League Park II in Cincinnati,170000,98,99
1900,NY1,New York Giants,NL,,141,,60,78,8,Polo Grounds III,190000,95,98
1900,PHI,Philadelphia Phillies,NL,,141,,75,63,3,Baker Bowl,301913,99,98
1900,PIT,Pittsburgh Pirates,NL,,140,,79,60,2,Exposition Park,264000,101,98
1900,SLN,St. Louis Cardinals,NL,,142,,65,75,5,Robison Field,270000,99,98
1901,BLA,Baltimore Orioles,AL,,135,66,68,65,5,Oriole Park,141952,104,105
1901,BOS,Boston Americans,AL,,138,69,79,57,2,Huntington Avenue Grounds,289448,98,96
1901,BRO,Brooklyn Superbas,NL,,137,68,79,57,3,Washington Park III,198200,103,101
1901,BSN,Boston Beaneaters,NL,,140,70,69,69,5,South End Grounds III,146502,109,109
1901,CHA,Chicago White Sox,AL,,137,71,83,53,1,South Side Park II,354350,97,95
1901,CHN,Chicago Orphans,NL,,140,70,53,86,6,West Side Park II,205071,96,98
1901,CIN,Cincinnati Reds,NL,,142,72,52,87,8,League Park II in Cincinnati,205728,94,96
1901,CLE,Cleveland Blues,AL,,138,69,54,82,7,League Park I,131380,96,97
1901,DET,Detroit Tigers,AL,,136,70,74,61,3,Bennett Park,259430,105,105
1901,MLA,Milwaukee Brewers,AL,,139,70,48,89,8,Lloyd Street Grounds,139034,95,98
1901,NY1,New York Giants,NL,,141,71,52,85,7,Polo Grounds III,297650,96,100
1901,PHA,Philadelphia Athletics,AL,,137,66,74,62,4,Columbia Park,206329,104,103
1901,PHI,Philadelphia Phillies,NL,,140,69,83,57,2,Baker Bowl,234937,102,102
1901,PIT,Pittsburgh Pirates,NL,,140,69,90,49,1,Exposition Park,251955,103,98
1901,SLN,St. Louis Cardinals,NL,,142,72,76,64,4,Robison Field,379988,95,96
1901,WS1,Washington Senators,AL,,138,68,61,72,6,American League Park I,161661,98,100
1902,BLA,Baltimore Orioles,AL,,141,64,50,88,8,Oriole Park,174606,104,105
1902,BOS,Boston Americans,AL,,138,71,77,60,3,Huntington Avenue Grounds,348567,103,100
1902,BRO,Brooklyn Superbas,NL,,141,69,75,63,2,Washington Park III,199868,101,99
1902,BSN,Boston Beaneaters,NL,,142,72,73,64,3,South End Grounds III,116960,101,102
1902,CHA,Chicago White Sox,AL,,138,72,74,60,4,South Side Park II,337898,96,95
1902,CHN,Chicago Orphans,NL,,141,70,68,69,5,West Side Park II,263700,97,97
1902,CIN,Cincinnati Reds,NL,,141,70,70,70,4,Palace of the Fans,217300,109,108
1902,CLE,Cleveland Bronchos,AL,,137,65,69,67,5,League Park I,275395,96,96
1902,DET,Detroit Tigers,AL,,137,67,52,83,7,Bennett Park,189469,105,105
1902,NY1,New York Giants,NL,,139,71,48,88,8,Polo Grounds III,302875,99,101
1902,PHA,Philadelphia Athletics,AL,,137,73,83,53,1,Columbia Park,420078,104,103
1902,PHI,Philadelphia Phillies,NL,,138,69,56,81,7,Baker Bowl,112066,104,105
1902,PIT,Pittsburgh Pirates,NL,,142,71,103,36,1,Exposition Park,243826,104,99
1902,SLA,St. Louis Browns,AL,,140,73,78,58,2,Sportsman's Park III,272283,99,99
1902,SLN,St. Louis Cardinals,NL,,140,70,56,78,6,Robison Field,226417,96,99
1902,WS1,Washington Senators,AL,,138,68,61,75,6,American League Park I,188158,101,104
1903,BOS,Boston Americans,AL,,141,70,91,47,1,Huntington Avenue Grounds,379338,105,102
1903,BRO,Brooklyn Superbas,NL,,139,73,70,66,5,Washington Park III,224670,97,98
1903,BSN,Boston Beaneaters,NL,,140,68,58,80,6,South End Grounds III,143155,96,98
1903,CHA,Chicago White Sox,AL,,138,70,60,77,7,South Side Park II,286183,96,95
1903,CHN,Chicago Cubs,NL,,139,73,82,56,3,West Side Park II,386205,97,96
1903,CIN,Cincinnati Reds,NL,,141,76,74,65,4,Palace of the Fans,351680,111,109
1903,CLE,Cleveland Naps,AL,,140,74,77,63,3,League Park I,311280,98,96
1903,DET,Detroit Tigers,AL,,137,65,65,71,5,Bennett Park,224523,96,97
1903,NY1,New York Giants,NL,,142,70,84,55,2,Polo Grounds III,579530,104,102
1903,NYA,New York Highlanders,AL,,136,67,72,62,4,Hilltop Park,211808,106,105
1903,PHA,Philadelphia Athletics,AL,,137,67,75,60,2,Columbia Park,422473,105,103
1903,PHI,Philadelphia Phillies,NL,,139,61,49,86,7,Baker Bowl,151729,92,95
1903,PIT,Pittsburgh Pirates,NL,,141,70,91,49,1,Exposition Park,326855,103,99
1903,SLA,St. Louis Browns,AL,,139,70,65,74,6,Sportsman's Park III,380405,97,98
1903,SLN,St. Louis Cardinals,NL,,139,69,43,94,8,Robison Field,226538,97,100
1903,WS1,Washington Senators,AL,,140,71,43,94,8,American League Park I,128878,102,105
1904,BOS,Boston Americans,AL,,157,81,95,59,1,Huntington Avenue Grounds,623295,106,103
1904,BRO,Brooklyn Superbas,NL,,154,76,56,97,6,Washington Park III,214600,97,100
1904,BSN,Boston Beaneaters,NL,,155,79,55,98,7,South End Grounds III,140694,96,101
1904,CHA,Chicago White Sox,AL,,156,78,89,65,3,South Side Park II,557123,96,95
1904,CHN,Chicago Cubs,NL,,156,78,93,60,2,West Side Park II,439100,100,98
1904,CIN,Cincinnati Reds,NL,,157,79,88,65,3,Palace of the Fans,391915,109,107
1904,CLE,Cleveland Naps,AL,,154,78,86,65,4,League Park I,264749,99,98
1904,DET,Detroit Tigers,AL,,162,79,62,90,7,Bennett Park,177796,97,98
1904,NY1,New York Giants,NL,,158,84,106,47,1,Polo Grounds III,609826,104,100
1904,NYA,New York Highlanders,AL,,155,75,92,59,2,Hilltop Park,438919,105,104
1904,PHA,Philadelphia Athletics,AL,,155,79,81,70,5,Columbia Park,512294,105,103
1904,PHI,Philadelphia Phillies,NL,,155,73,52,100,8,Baker Bowl,140771,99,100
1904,PIT,Pittsburgh Pirates,NL,,156,78,87,66,4,Exposition Park,340615,103,100
1904,SLA,St. Louis Browns,AL,,156,78,65,87,6,Sportsman's Park III,318108,94,96
1904,SLN,St. Louis Cardinals,NL,,155,76,75,79,5,Robison Field,386750,96,99
1904,WS1,Washington Senators,AL,,157,78,38,113,8,American League Park II,131744,98,102
1905,BOS,Boston Americans,AL,,153,77,78,74,4,Huntington Avenue Grounds,468828,101,102
1905,BRO,Brooklyn Superbas,NL,,155,77,48,104,8,Washington Park III,227924,93,96
1905,BSN,Boston Beaneaters,NL,,156,76,51,103,7,South End Grounds III,150003,98,103
1905,CHA,Chicago White Sox,AL,,158,82,92,60,2,South Side Park II,687419,96,93
1905,CHN,Chicago Cubs,NL,,155,81,92,61,3,West Side Park II,509900,104,99
1905,CIN,Cincinnati Reds,NL,,155,79,79,74,5,Palace of the Fans,313927,111,110
1905,CLE,Cleveland Naps,AL,,155,77,76,78,5,League Park I,316306,101,99
1905,DET,Detroit Tigers,AL,,154,76,79,74,3,Bennett Park,193384,101,103
1905,NY1,New York Giants,NL,,155,76,105,48,1,Polo Grounds III,552700,102,98
1905,NYA,New York Highlanders,AL,,152,75,71,78,6,Hilltop Park,309100,111,110
1905,PHA,Philadelphia Athletics,AL,,152,74,92,56,1,Columbia Park,554576,102,100
1905,PHI,Philadelphia Phillies,NL,,155,76,83,69,4,Baker Bowl,317932,96,97
1905,PIT,Pittsburgh Pirates,NL,,155,78,96,57,2,Exposition Park,369124,103,100
1905,SLA,St. Louis Browns,AL,,156,79,54,99,8,Sportsman's Park III,339112,95,96
1905,SLN,St. Louis Cardinals,NL,,154,77,58,96,6,Robison Field,292800,97,99
1905,WS1,Washington Senators,AL,,154,77,64,87,7,American League Park II,252027,96,100
1906,BOS,Boston Americans,AL,,155,77,49,105,8,Huntington Avenue Grounds,410209,100,102
1906,BRO,Brooklyn Superbas,NL,,153,76,66,86,5,Washington Park III,277400,92,96
1906,BSN,Boston Beaneaters,NL,,152,76,49,102,8,South End Grounds III,143280,97,102
1906,CHA,Chicago White Sox,AL,,154,79,93,58,1,South Side Park II,585202,98,95
1906,CHN,Chicago Cubs,NL,,155,79,116,36,1,West Side Park II,654300,106,100
1906,CIN,Cincinnati Reds,NL,,155,78,64,87,6,Palace of the Fans,330056,104,104
1906,CLE,Cleveland Naps,AL,,157,79,89,64,3,League Park I,325733,99,97
1906,DET,Detroit Tigers,AL,,151,78,71,78,6,Bennett Park,174043,103,103
1906,NY1,New York Giants,NL,,153,75,96,56,2,Polo Grounds III,402850,102,99
1906,NYA,New York Highlanders,AL,,155,76,90,61,2,Hilltop Park,434700,110,110
1906,PHA,Philadelphia Athletics,AL,,149,73,78,67,4,Columbia Park,489129,103,101
1906,PHI,Philadelphia Phillies,NL,,154,77,71,82,4,Baker Bowl,294680,100,99
1906,PIT,Pittsburgh Pirates,NL,,154,77,93,60,3,Exposition Park,394877,104,102
1906,SLA,St. Louis Browns,AL,,154,76,76,73,5,Sportsman's Park III,389157,96,96
1906,SLN,St. Louis Cardinals,NL,,154,77,52,98,7,Robison Field,283770,96,100
1906,WS1,Washington Senators,AL,,151,75,55,95,7,American League Park II,129903,95,98
1907,BOS,Boston Americans,AL,,155,78,59,90,7,Huntington Avenue Grounds,436777,99,101
1907,BRO,Brooklyn Superbas,NL,,153,77,65,83,5,Washington Park III,312500,92,95
1907,BSN,Boston Doves,NL,,152,74,58,90,7,South End Grounds III,203221,100,103
1907,CHA,Chicago White Sox,AL,,157,79,87,64,3,South Side Park II,666307,97,95
1907,CHN,Chicago Cubs,NL,,155,76,107,45,1,West Side Park II,422550,106,101
1907,CIN,Cincinnati Reds,NL,,156,81,66,87,6,Palace of the Fans,317500,104,105
1907,CLE,Cleveland Naps,AL,,158,82,85,67,4,League Park I,382046,101,99
1907,DET,Detroit Tigers,AL,,153,79,92,58,1,Bennett Park,297079,103,102
1907,NY1,New York Giants,NL,,155,77,82,71,4,Polo Grounds III,538350,103,100
1907,NYA,New York Highlanders,AL,,152,75,70,78,5,Hilltop Park,350020,108,110
1907,PHA,Philadelphia Athletics,AL,,150,73,88,57,2,Columbia Park,625581,102,102
1907,PHI,Philadelphia Phillies,NL,,149,75,83,64,3,Baker Bowl,341216,99,98
1907,PIT,Pittsburgh Pirates,NL,,157,77,91,63,2,Exposition Park,319506,102,99
1907,SLA,St. Louis Browns,AL,,155,76,69,83,6,Sportsman's Park III,419025,100,99
1907,SLN,St. Louis Cardinals,NL,,155,79,52,101,8,Robison Field,185377,97,101
1907,WS1,Washington Senators,AL,,154,75,49,102,8,American League Park II,221929,92,95
1908,BOS,Boston Red Sox,AL,,155,77,75,79,5,Huntington Avenue Grounds,473048,103,103
1908,BRO,Brooklyn Superbas,NL,,154,77,53,101,7,Washington Park III,275600,96,99
1908,BSN,Boston Doves,NL,,156,78,63,91,6,South End Grounds III,253750,98,102
1908,CHA,Chicago White Sox,AL,,156,78,88,64,3,South Side Park II,636096,98,97
1908,CHN,Chicago Cubs,NL,,158,78,99,55,1,West Side Park II,665325,104,100
1908,CIN,Cincinnati Reds,NL,,155,77,73,81,5,Palace of the Fans,399200,97,98
1908,CLE,Cleveland Naps,AL,,157,78,90,64,2,League Park I,422262,101,100
1908,DET,Detroit Tigers,AL,,154,78,90,63,1,Bennett Park,436199,104,101
1908,NY1,New York Giants,NL,,157,80,98,56,2,Polo Grounds III,910000,105,102
1908,NYA,New York Highlanders,AL,,155,77,51,103,8,Hilltop Park,305500,101,103
1908,PHA,Philadelphia Athletics,AL,,157,78,68,85,6,Columbia Park,455062,107,107
1908,PHI,Philadelphia Phillies,NL,,155,78,83,71,4,Baker Bowl,420660,103,102
1908,PIT,Pittsburgh Pirates,NL,,155,77,98,56,2,Exposition Park,382444,100,98
1908,SLA,St. Louis Browns,AL,,155,78,83,69,4,Sportsman's Park III,618947,101,100
1908,SLN,St. Louis Cardinals,NL,,154,77,49,105,8,Robison Field,205129,95,100
1908,WS1,Washington Senators,AL,,155,78,67,85,7,American League Park II,264252,92,96
1909,BOS,Boston Red Sox,AL,,152,75,88,63,3,Huntington Avenue Grounds,668965,102,101
1909,BRO,Brooklyn Superbas,NL,,155,79,55,98,6,Washington Park III,321300,96,100
1909,BSN,Boston Doves,NL,,155,76,45,108,8,South End Grounds III,195188,104,108
1909,CHA,Chicago White Sox,AL,,159,81,78,74,4,South Side Park II,478400,96,95
1909,CHN,Chicago Cubs,NL,,155,77,104,49,2,West Side Park II,633480,103,98
1909,CIN,Cincinnati Reds,NL,,157,80,77,76,4,Palace of the Fans,424643,99,100
1909,CLE,Cleveland Naps,AL,,155,77,71,82,6,League Park I,354627,104,103
1909,DET,Detroit Tigers,AL,,158,78,98,54,1,Bennett Park,490490,104,102
1909,NY1,New York Giants,NL,,158,77,92,61,3,Polo Grounds III,783700,102,98
1909,NYA,New York Highlanders,AL,,153,77,74,77,5,Hilltop Park,501000,101,102
1909,PHA,Philadelphia Athletics,AL,,153,76,95,58,2,Shibe Park,674915,102,97
1909,PHI,Philadelphia Phillies,NL,,154,77,74,79,5,Baker Bowl,303177,101,100
1909,PIT,Pittsburgh Pirates,NL,,154,78,110,42,1,Exposition Park/Forbes Field,534950,105,99
1909,SLA,St. Louis Browns,AL,,154,79,61,89,7,Sportsman's Park IV,366274,93,98
1909,SLN,St. Louis Cardinals,NL,,154,76,54,98,7,Robison Field,299982,94,97
1909,WS1,Washington Senators,AL,,156,77,42,110,8,American League Park II,205199,95,98
1910,BOS,Boston Red Sox,AL,,158,80,81,72,4,Huntington Avenue Grounds,584619,102,101
1910,BRO,Brooklyn Superbas,NL,,156,80,64,90,6,Washington Park III,279321,97,100
1910,BSN,Boston Doves,NL,,157,78,53,100,8,South End Grounds III,149027,103,109
1910,CHA,Chicago White Sox,AL,,156,79,68,85,6,South Side Park II/Comiskey Park,552084,95,95
1910,CHN,Chicago Cubs,NL,,154,77,104,50,1,West Side Park II,526152,99,95
1910,CIN,Cincinnati Reds,NL,,156,77,75,79,5,Palace of the Fans,380622,96,97
1910,CLE,Cleveland Naps,AL,,161,80,71,81,5,League Park II,293456,101,103
1910,DET,Detroit Tigers,AL,,155,78,86,68,3,Bennett Park,391288,107,104
1910,NY1,New York Giants,NL,,155,79,91,63,2,Polo Grounds III,511785,100,98
1910,NYA,New York Highlanders,AL,,156,77,88,63,2,Hilltop Park,355857,106,105
1910,PHA,Philadelphia Athletics,AL,,155,78,102,48,1,Shibe Park,588905,99,94
1910,PHI,Philadelphia Phillies,NL,,157,78,78,75,4,Baker Bowl,296597,103,103
1910,PIT,Pittsburgh Pirates,NL,,154,76,86,67,3,Forbes Field,436586,107,104
1910,SLA,St. Louis Browns,AL,,158,79,47,107,8,Sportsman's Park IV,249889,94,98
1910,SLN,St. Louis Cardinals,NL,,153,76,63,90,7,Robison Field,355668,96,98
1910,WS1,Washington Senators,AL,,157,77,66,85,7,American League Park II,254591,95,99
1911,BOS,Boston Red Sox,AL,,153,76,78,75,4,Huntington Avenue Grounds,503961,99,98
1911,BRO,Brooklyn Dodgers,NL,,154,74,64,86,7,Washington Park III,269000,96,98
1911,BSN,Boston Rustlers,NL,,156,75,44,107,8,South End Grounds III,116000,107,111
1911,CHA,Chicago White Sox,AL,,154,78,77,74,5,Comiskey Park,583208,98,97
1911,CHN,Chicago Cubs,NL,,157,84,92,62,2,West Side Park II,576000,100,97
1911,CIN,Cincinnati Reds,NL,,159,82,70,83,6,Palace of the Fans,300000,97,98
1911,CLE,Cleveland Naps,AL,,156,77,80,73,3,League Park II,406296,101,102
1911,DET,Detroit Tigers,AL,,154,76,89,65,2,Bennett Park,484988,105,104
1911,NY1,New York Giants,NL,,154,75,99,54,1,Polo Grounds III/Polo Grounds IV,675000,103,99
1911,NYA,New York Highlanders,AL,,153,77,76,76,6,Hilltop Park,302444,106,107
1911,PHA,Philadelphia Athletics,AL,,152,75,101,50,1,Shibe Park,605749,98,95
1911,PHI,Philadelphia Phillies,NL,,153,76,79,73,4,Baker Bowl,416000,101,101
1911,PIT,Pittsburgh Pirates,NL,,155,78,85,69,3,Forbes Field,432000,104,101
1911,SLA,St. Louis Browns,AL,,152,78,45,107,8,Sportsman's Park IV,207984,96,101
1911,SLN,St. Louis Cardinals,NL,,158,79,75,74,5,Robison Field,447768,97,99
1911,WS1,Washington Senators,AL,,154,77,64,90,7,Griffith Stadium I,244884,98,98
1912,BOS,Boston Red Sox,AL,,154,78,105,47,1,Fenway Park I,597096,105,102
1912,BRO,Brooklyn Dodgers,NL,,153,76,58,95,7,Washington Park III,243000,96,98
1912,BSN,Boston Braves,NL,,155,79,52,101,8,South End Grounds III,121000,100,104
1912,CHA,Chicago White Sox,AL,,158,78,78,76,4,Comiskey Park,602241,97,97
1912,CHN,Chicago Cubs,NL,,152,78,91,59,3,West Side Park II,514000,100,97
1912,CIN,Cincinnati Reds,NL,,155,77,75,78,4,Crosley Field,344000,97,99
1912,CLE,Cleveland Naps,AL,,155,77,75,78,5,League Park II,336844,103,103
1912,DET,Detroit Tigers,AL,,154,76,69,84,6,Navin Field,402870,97,98
1912,NY1,New York Giants,NL,,154,76,103,48,1,Polo Grounds IV,638000,104,100
1912,NYA,New York Highlanders,AL,,153,76,50,102,8,Hilltop Park,242194,106,108
1912,PHA,Philadelphia Athletics,AL,,153,77,90,62,3,Shibe Park,517653,97,93
1912,PHI,Philadelphia Phillies,NL,,152,75,73,79,5,Baker Bowl,250000,106,106
1912,PIT,Pittsburgh Pirates,NL,,152,75,93,58,2,Forbes Field,384000,99,96
1912,SLA,St. Louis Browns,AL,,157,79,53,101,7,Sportsman's Park IV,214070,96,100
1912,SLN,St. Louis Cardinals,NL,,153,77,63,90,6,Robison Field,241759,98,101
1912,WS1,Washington Senators,AL,,154,78,91,61,2,Griffith Stadium I,350663,101,101
1913,BOS,Boston Red Sox,AL,,151,75,79,71,4,Fenway Park I,437194,103,100
1913,BRO,Brooklyn Superbas,NL,,152,77,65,84,6,Ebbets Field,347000,103,103
1913,BSN,Boston Braves,NL,,154,77,69,82,5,South End Grounds III,208000,100,102
1913,CHA,Chicago White Sox,AL,,153,77,78,74,5,Comiskey Park,644501,99,100
1913,CHN,Chicago Cubs,NL,,155,76,88,65,3,West Side Park II,419000,100,99
1913,CIN,Cincinnati Reds,NL,,156,78,64,89,7,Crosley Field,258000,100,101
1913,CLE,Cleveland Naps,AL,,155,80,86,66,3,League Park II,541000,103,103
1913,DET,Detroit Tigers,AL,,153,76,66,87,6,Navin Field,398502,99,99
1913,NY1,New York Giants,NL,,156,81,101,51,1,Polo Grounds IV,630000,101,98
1913,NYA,New York Yankees,AL,,153,75,57,94,7,Polo Grounds IV,357551,100,102
1913,PHA,Philadelphia Athletics,AL,,153,76,96,57,1,Shibe Park,571896,98,94
1913,PHI,Philadelphia Phillies,NL,,159,78,88,63,2,Baker Bowl,470000,104,104
1913,PIT,Pittsburgh Pirates,NL,,155,79,78,71,4,Forbes Field,296000,96,94
1913,SLA,St. Louis Browns,AL,,155,77,57,96,8,Sportsman's Park IV,250330,97,100
1913,SLN,St. Louis Cardinals,NL,,153,74,51,99,8,Robison Field,203531,98,101
1913,WS1,Washington Senators,AL,,155,78,90,64,2,Griffith Stadium I,325831,102,101
1914,BLF,Baltimore Terrapins,FL,,160,,84,70,3,,,103,105
1914,BOS,Boston Red Sox,AL,,159,79,91,62,2,Fenway Park I,481359,100,98
1914,BRF,Brooklyn Tip-Tops,FL,,157,,77,77,5,,,99,100
1914,BRO,Brooklyn Robins,NL,,154,79,75,79,5,Ebbets Field,122671,102,102
1914,BSN,Boston Braves,NL,,158,79,94,59,1,South End Grounds III,382913,104,102
1914,BUF,Buffalo Buffeds,FL,,155,,80,71,4,,,102,103
1914,CHA,Chicago White Sox,AL,,157,81,70,84,6,Comiskey Park,469290,99,98
