playerID,awardID,yearID,lgID,tie,notes,category
bondto01,Pitching Triple Crown,1877,NL,,,player
hinespa01,Triple Crown,1878,NL,,,player
heckegu01,Pitching Triple Crown,1884,AA,,,player
radboch01,Pitching Triple Crown,1884,NL,,,player
oneilti01,Triple Crown,1887,AA,,,player
keefeti01,Pitching Triple Crown,1888,NL,,,player
clarkjo01,Pitching Triple Crown,1889,NL,,,player
rusieam01,Pitching Triple Crown,1894,NL,,,player
duffyhu01,Triple Crown,1894,NL,,,player
youngcy01,Pitching Triple Crown,1901,AL,,,player
lajoina01,Triple Crown,1901,AL,,,player
wadderu01,Pitching Triple Crown,1905,AL,,,player
mathech01,Pitching Triple Crown,1905,NL,,,player
chaseha01,Baseball Magazine All-Star,1908,AL,,1B,player
lajoina01,Baseball Magazine All-Star,1908,AL,,2B,player
lordha01,Baseball Magazine All-Star,1908,AL,,3B,player
crigelo01,Baseball Magazine All-Star,1908,AL,,C,player
sullibi03,Baseball Magazine All-Star,1908,AL,,C,player
crawfsa01,Baseball Magazine All-Star,1908,AL,,CF,player
stonege01,Baseball Magazine All-Star,1908,AL,,LF,player
walshed01,Baseball Magazine All-Star,1908,AL,,P1,player
youngcy01,Baseball Magazine All-Star,1908,AL,,P2,player
wadderu01,Baseball Magazine All-Star,1908,AL,,P3,player
jossad01,Baseball Magazine All-Star,1908,AL,,P4,player
donovbi01,Baseball Magazine All-Star,1908,AL,,P5,player
cobbty01,Baseball Magazine All-Star,1908,AL,,RF,player
wallabo01,Baseball Magazine All-Star,1908,AL,,SS,player
chaseha01,Baseball Magazine All-Star,1908,ML,,1B,player
lajoina01,Baseball Magazine All-Star,1908,ML,,2B,player
devliar01,Baseball Magazine All-Star,1908,ML,,3B,player
bresnro01,Baseball Magazine All-Star,1908,ML,,C,player
klingjo01,Baseball Magazine All-Star,1908,ML,,C,player
donlimi01,Baseball Magazine All-Star,1908,ML,,CF,player
clarkfr01,Baseball Magazine All-Star,1908,ML,,LF,player
walshed01,Baseball Magazine All-Star,1908,ML,,P1,player
mathech01,Baseball Magazine All-Star,1908,ML,,P2,player
youngcy01,Baseball Magazine All-Star,1908,ML,,P3,player
brownmo01,Baseball Magazine All-Star,1908,ML,,P4,player
ruckena01,Baseball Magazine All-Star,1908,ML,,P5,player
cobbty01,Baseball Magazine All-Star,1908,ML,,RF,player
wagneho01,Baseball Magazine All-Star,1908,ML,,SS,player
tennefr02,Baseball Magazine All-Star,1908,NL,,1B,player
eversjo01,Baseball Magazine All-Star,1908,NL,,2B,player
devliar01,Baseball Magazine All-Star,1908,NL,,3B,player
bresnro01,Baseball Magazine All-Star,1908,NL,,C,player
klingjo01,Baseball Magazine All-Star,1908,NL,,C,player
donlimi01,Baseball Magazine All-Star,1908,NL,,CF,player
clarkfr01,Baseball Magazine All-Star,1908,NL,,LF,player
brownmo01,Baseball Magazine All-Star,1908,NL,,P1,player
mathech01,Baseball Magazine All-Star,1908,NL,,P2,player
ruckena01,Baseball Magazine All-Star,1908,NL,,P3,player
willivi01,Baseball Magazine All-Star,1908,NL,,P4,player
reulbed01,Baseball Magazine All-Star,1908,NL,,P5,player
schulfr01,Baseball Magazine All-Star,1908,NL,,RF,player
wagneho01,Baseball Magazine All-Star,1908,NL,,SS,player
mathech01,Pitching Triple Crown,1908,NL,,,player
chaseha01,Baseball Magazine All-Star,1909,AL,,1B,player
collied01,Baseball Magazine All-Star,1909,AL,,2B,player
lordha01,Baseball Magazine All-Star,1909,AL,,3B,player
carribi02,Baseball Magazine All-Star,1909,AL,,C1,player
sullibi03,Baseball Magazine All-Star,1909,AL,,C2,player
streega01,Baseball Magazine All-Star,1909,AL,,C3,player
speaktr01,Baseball Magazine All-Star,1909,AL,,CF,player
crawfsa01,Baseball Magazine All-Star,1909,AL,,LF,player
walshed01,Baseball Magazine All-Star,1909,AL,,P1,player
planked01,Baseball Magazine All-Star,1909,AL,,P2,player
johnswa01,Baseball Magazine All-Star,1909,AL,,P3,player
mullige01,Baseball Magazine All-Star,1909,AL,,P4,player
woodjo02,Baseball Magazine All-Star,1909,AL,,P5,player
cobbty01,Baseball Magazine All-Star,1909,AL,,RF,player
bushdo01,Baseball Magazine All-Star,1909,AL,,SS,player
chaseha01,Baseball Magazine All-Star,1909,ML,,1B,player
collied01,Baseball Magazine All-Star,1909,ML,,2B,player
lordha01,Baseball Magazine All-Star,1909,ML,,3B,player
klingjo01,Baseball Magazine All-Star,1909,ML,,C1,player
carribi02,Baseball Magazine All-Star,1909,ML,,C2,player
gibsoge01,Baseball Magazine All-Star,1909,ML,,C3,player
speaktr01,Baseball Magazine All-Star,1909,ML,,CF,player
clarkfr01,Baseball Magazine All-Star,1909,ML,,LF,player
mathech01,Baseball Magazine All-Star,1909,ML,,P1,player
walshed01,Baseball Magazine All-Star,1909,ML,,P2,player
brownmo01,Baseball Magazine All-Star,1909,ML,,P3,player
adamsba01,Baseball Magazine All-Star,1909,ML,,P4,player
planked01,Baseball Magazine All-Star,1909,ML,,P5,player
johnswa01,Baseball Magazine All-Star,1909,ML,,P6,player
cobbty01,Baseball Magazine All-Star,1909,ML,,RF,player
wagneho01,Baseball Magazine All-Star,1909,ML,,SS,player
chancfr01,Baseball Magazine All-Star,1909,NL,,1B,player
eversjo01,Baseball Magazine All-Star,1909,NL,,2B,player
devliar01,Baseball Magazine All-Star,1909,NL,,3B,player
klingjo01,Baseball Magazine All-Star,1909,NL,,C1,player
gibsoge01,Baseball Magazine All-Star,1909,NL,,C2,player
bresnro01,Baseball Magazine All-Star,1909,NL,,C3,player
leachto01,Baseball Magazine All-Star,1909,NL,,CF,player
clarkfr01,Baseball Magazine All-Star,1909,NL,,LF,player
mathech01,Baseball Magazine All-Star,1909,NL,,P1,player
brownmo01,Baseball Magazine All-Star,1909,NL,,P2,player
reulbed01,Baseball Magazine All-Star,1909,NL,,P3,player
camniho01,Baseball Magazine All-Star,1909,NL,,P4,player
adamsba01,Baseball Magazine All-Star,1909,NL,,P5,player
hofmaso01,Baseball Magazine All-Star,1909,NL,,RF,player
wagneho01,Baseball Magazine All-Star,1909,NL,,SS,player
cobbty01,Triple Crown,1909,AL,,,player
chaseha01,Baseball Magazine All-Star,1910,AL,,1B,player
lajoina01,Baseball Magazine All-Star,1910,AL,,2B,player
lordha01,Baseball Magazine All-Star,1910,AL,,3B,player
thomair01,Baseball Magazine All-Star,1910,AL,,C1,player
sweened01,Baseball Magazine All-Star,1910,AL,,C2,player
speaktr01,Baseball Magazine All-Star,1910,AL,,CF,player
stonege01,Baseball Magazine All-Star,1910,AL,,LF,player
walshed01,Baseball Magazine All-Star,1910,AL,,P1,player
coombja01,Baseball Magazine All-Star,1910,AL,,P2,player
bendech01,Baseball Magazine All-Star,1910,AL,,P3,player
cobbty01,Baseball Magazine All-Star,1910,AL,,RF,player
wallabo01,Baseball Magazine All-Star,1910,AL,,SS,player
chaseha01,Baseball Magazine All-Star,1910,ML,,1B,player
lajoina01,Baseball Magazine All-Star,1910,ML,,2B,player
devliar01,Baseball Magazine All-Star,1910,ML,,3B,player
gibsoge01,Baseball Magazine All-Star,1910,ML,,C1,player
archeji01,Baseball Magazine All-Star,1910,ML,,C2,player
speaktr01,Baseball Magazine All-Star,1910,ML,,CF,player
mageesh01,Baseball Magazine All-Star,1910,ML,,LF,player
walshed01,Baseball Magazine All-Star,1910,ML,,P1,player
mathech01,Baseball Magazine All-Star,1910,ML,,P2,player
coombja01,Baseball Magazine All-Star,1910,ML,,P3,player
bendech01,Baseball Magazine All-Star,1910,ML,,P4,player
johnswa01,Baseball Magazine All-Star,1910,ML,,P5,player
cobbty01,Baseball Magazine All-Star,1910,ML,,RF,player
wagneho01,Baseball Magazine All-Star,1910,ML,,SS,player
chancfr01,Baseball Magazine All-Star,1910,NL,,1B,player
eversjo01,Baseball Magazine All-Star,1910,NL,,2B,player
devliar01,Baseball Magazine All-Star,1910,NL,,3B,player
gibsoge01,Baseball Magazine All-Star,1910,NL,,C1,player
archeji01,Baseball Magazine All-Star,1910,NL,,C2,player
leachto01,Baseball Magazine All-Star,1910,NL,,CF,player
mageesh01,Baseball Magazine All-Star,1910,NL,,LF,player
mathech01,Baseball Magazine All-Star,1910,NL,,P1,player
ruckena01,Baseball Magazine All-Star,1910,NL,,P2,player
coleki01,Baseball Magazine All-Star,1910,NL,,P3,player
schulfr01,Baseball Magazine All-Star,1910,NL,,RF,player
wagneho01,Baseball Magazine All-Star,1910,NL,,SS,player
chaseha01,Baseball Magazine All-Star,1911,AL,,1B,player
collied01,Baseball Magazine All-Star,1911,AL,,2B,player
bakerfr01,Baseball Magazine All-Star,1911,AL,,3B,player
thomair01,Baseball Magazine All-Star,1911,AL,,C1,player
carribi02,Baseball Magazine All-Star,1911,AL,,C2,player
stanaos01,Baseball Magazine All-Star,1911,AL,,C3,player
cobbty01,Baseball Magazine All-Star,1911,AL,,CF,player
crawfsa01,Baseball Magazine All-Star,1911,AL,,LF,player
johnswa01,Baseball Magazine All-Star,1911,AL,,P1,player
walshed01,Baseball Magazine All-Star,1911,AL,,P2,player
greggve01,Baseball Magazine All-Star,1911,AL,,P3,player
bendech01,Baseball Magazine All-Star,1911,AL,,P4,player
coombja01,Baseball Magazine All-Star,1911,AL,,P5,player
jacksjo01,Baseball Magazine All-Star,1911,AL,,RF,player
bushdo01,Baseball Magazine All-Star,1911,AL,,SS,player
chaseha01,Baseball Magazine All-Star,1911,ML,,1B,player
collied01,Baseball Magazine All-Star,1911,ML,,2B,player
bakerfr01,Baseball Magazine All-Star,1911,ML,,3B,player
bresnro01,Baseball Magazine All-Star,1911,ML,,C1,player
dooinre01,Baseball Magazine All-Star,1911,ML,,C2,player
meyerch01,Baseball Magazine All-Star,1911,ML,,C3,player
thomair01,Baseball Magazine All-Star,1911,ML,,C4,player
cobbty01,Baseball Magazine All-Star,1911,ML,,CF,player
clarkfr01,Baseball Magazine All-Star,1911,ML,,LF,player
johnswa01,Baseball Magazine All-Star,1911,ML,,P2,player
mathech01,Baseball Magazine All-Star,1911,ML,,P2,player
alexape01,Baseball Magazine All-Star,1911,ML,,P3,player
greggve01,Baseball Magazine All-Star,1911,ML,,P4,player
ruckena01,Baseball Magazine All-Star,1911,ML,,P5,player
walshed01,Baseball Magazine All-Star,1911,ML,,P6,player
jacksjo01,Baseball Magazine All-Star,1911,ML,,RF,player
wagneho01,Baseball Magazine All-Star,1911,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1911,NL,,1B,player
doylela01,Baseball Magazine All-Star,1911,NL,,2B,player
loberha01,Baseball Magazine All-Star,1911,NL,,3B,player
bresnro01,Baseball Magazine All-Star,1911,NL,,C1,player
dooinre01,Baseball Magazine All-Star,1911,NL,,C2,player
meyerch01,Baseball Magazine All-Star,1911,NL,,C3,player
archeji01,Baseball Magazine All-Star,1911,NL,,C4,player
donlimi01,Baseball Magazine All-Star,1911,NL,,CF,player
clarkfr01,Baseball Magazine All-Star,1911,NL,,LF,player
mathech01,Baseball Magazine All-Star,1911,NL,,P1,player
marquru01,Baseball Magazine All-Star,1911,NL,,P2,player
alexape01,Baseball Magazine All-Star,1911,NL,,P3,player
ruckena01,Baseball Magazine All-Star,1911,NL,,P4,player
schulfr01,Baseball Magazine All-Star,1911,NL,,RF,player
wagneho01,Baseball Magazine All-Star,1911,NL,,SS,player
cobbty01,Most Valuable Player,1911,AL,,,player
schulfr01,Most Valuable Player,1911,NL,,,player
mcinnst01,Baseball Magazine All-Star,1912,AL,,1B,player
collied01,Baseball Magazine All-Star,1912,AL,,2B,player
gardnla01,Baseball Magazine All-Star,1912,AL,,3B,player
stanaos01,Baseball Magazine All-Star,1912,AL,,C1,player
ainsmed01,Baseball Magazine All-Star,1912,AL,,C2,player
cobbty01,Baseball Magazine All-Star,1912,AL,,OF,player
jacksjo01,Baseball Magazine All-Star,1912,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1912,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1912,AL,,P1,player
woodjo02,Baseball Magazine All-Star,1912,AL,,P2,player
planked01,Baseball Magazine All-Star,1912,AL,,P3,player
wagnehe01,Baseball Magazine All-Star,1912,AL,,SS,player
daubeja01,Baseball Magazine All-Star,1912,ML,,1B,player
eversjo01,Baseball Magazine All-Star,1912,ML,,2B,player
zimmehe01,Baseball Magazine All-Star,1912,ML,,3B,player
archeji01,Baseball Magazine All-Star,1912,ML,,C1,player
meyerch01,Baseball Magazine All-Star,1912,ML,,C2,player
cobbty01,Baseball Magazine All-Star,1912,ML,,OF,player
jacksjo01,Baseball Magazine All-Star,1912,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1912,ML,,OF,player
johnswa01,Baseball Magazine All-Star,1912,ML,,P1,player
woodjo02,Baseball Magazine All-Star,1912,ML,,P1,player
ruckena01,Baseball Magazine All-Star,1912,ML,,P2,player
wagneho01,Baseball Magazine All-Star,1912,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1912,NL,,1B,player
eversjo01,Baseball Magazine All-Star,1912,NL,,2B,player
zimmehe01,Baseball Magazine All-Star,1912,NL,,3B,player
archeji01,Baseball Magazine All-Star,1912,NL,,C1,player
meyerch01,Baseball Magazine All-Star,1912,NL,,C2,player
mageesh01,Baseball Magazine All-Star,1912,NL,,OF,player
paskedo01,Baseball Magazine All-Star,1912,NL,,OF,player
wilsoch01,Baseball Magazine All-Star,1912,NL,,OF,player
tesreje01,Baseball Magazine All-Star,1912,NL,,P1,player
mathech01,Baseball Magazine All-Star,1912,NL,,P2,player
ruckena01,Baseball Magazine All-Star,1912,NL,,P3,player
wagneho01,Baseball Magazine All-Star,1912,NL,,SS,player
speaktr01,Most Valuable Player,1912,AL,,,player
doylela01,Most Valuable Player,1912,NL,,,player
mcinnst01,Baseball Magazine All-Star,1913,AL,,1B,player
collied01,Baseball Magazine All-Star,1913,AL,,2B,player
bakerfr01,Baseball Magazine All-Star,1913,AL,,3B,player
schanwa01,Baseball Magazine All-Star,1913,AL,,C,player
cobbty01,Baseball Magazine All-Star,1913,AL,,OF,player
jacksjo01,Baseball Magazine All-Star,1913,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1913,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1913,AL,,P1,player
falkecy01,Baseball Magazine All-Star,1913,AL,,P2,player
barryja01,Baseball Magazine All-Star,1913,AL,,SS,player
daubeja01,Baseball Magazine All-Star,1913,ML,,1B,player
collied01,Baseball Magazine All-Star,1913,ML,,2B,player
bakerfr01,Baseball Magazine All-Star,1913,ML,,3B,player
archeji01,Baseball Magazine All-Star,1913,ML,,C,player
cobbty01,Baseball Magazine All-Star,1913,ML,,OF,player
jacksjo01,Baseball Magazine All-Star,1913,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1913,ML,,OF,player
johnswa01,Baseball Magazine All-Star,1913,ML,,P1,player
mathech01,Baseball Magazine All-Star,1913,ML,,P2,player
wagneho01,Baseball Magazine All-Star,1913,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1913,NL,,1B,player
vioxji01,Baseball Magazine All-Star,1913,NL,,2B,player
zimmehe01,Baseball Magazine All-Star,1913,NL,,3B,player
archeji01,Baseball Magazine All-Star,1913,NL,,C,player
cravaga01,Baseball Magazine All-Star,1913,NL,,OF,player
leachto01,Baseball Magazine All-Star,1913,NL,,OF,player
wheatza01,Baseball Magazine All-Star,1913,NL,,OF,player
mathech01,Baseball Magazine All-Star,1913,NL,,P1,player
alexape01,Baseball Magazine All-Star,1913,NL,,P2,player
wagneho01,Baseball Magazine All-Star,1913,NL,,SS,player
johnswa01,Most Valuable Player,1913,AL,,,player
daubeja01,Most Valuable Player,1913,NL,,,player
johnswa01,Pitching Triple Crown,1913,AL,,,player
mcinnst01,Baseball Magazine All-Star,1914,AL,,1B,player
collied01,Baseball Magazine All-Star,1914,AL,,2B,player
bakerfr01,Baseball Magazine All-Star,1914,AL,,3B,player
schanwa01,Baseball Magazine All-Star,1914,AL,,C1,player
schalra01,Baseball Magazine All-Star,1914,AL,,C2,player
cobbty01,Baseball Magazine All-Star,1914,AL,,OF,player
jacksjo01,Baseball Magazine All-Star,1914,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1914,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1914,AL,,P1,player
leonadu01,Baseball Magazine All-Star,1914,AL,,P2,player
planked01,Baseball Magazine All-Star,1914,AL,,P3,player
barryja01,Baseball Magazine All-Star,1914,AL,,SS,player
daubeja01,Baseball Magazine All-Star,1914,ML,,1B,player
collied01,Baseball Magazine All-Star,1914,ML,,2B,player
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B,player
archeji01,Baseball Magazine All-Star,1914,ML,,C1,player
schanwa01,Baseball Magazine All-Star,1914,ML,,C2,player
cobbty01,Baseball Magazine All-Star,1914,ML,,OF,player
jacksjo01,Baseball Magazine All-Star,1914,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1914,ML,,OF,player
alexape01,Baseball Magazine All-Star,1914,ML,,P1,player
mathech01,Baseball Magazine All-Star,1914,ML,,P2,player
johnswa01,Baseball Magazine All-Star,1914,ML,,P3,player
maranra01,Baseball Magazine All-Star,1914,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1914,NL,,1B,player
eversjo01,Baseball Magazine All-Star,1914,NL,,2B,player
loberha01,Baseball Magazine All-Star,1914,NL,,3B,player
archeji01,Baseball Magazine All-Star,1914,NL,,C1,player
wingoiv01,Baseball Magazine All-Star,1914,NL,,C2,player
burnsge01,Baseball Magazine All-Star,1914,NL,,OF,player
mageesh01,Baseball Magazine All-Star,1914,NL,,OF,player
wheatza01,Baseball Magazine All-Star,1914,NL,,OF,player
alexape01,Baseball Magazine All-Star,1914,NL,,P1,player
mathech01,Baseball Magazine All-Star,1914,NL,,P2,player
jamesbi02,Baseball Magazine All-Star,1914,NL,,P3,player
maranra01,Baseball Magazine All-Star,1914,NL,,SS,player
collied01,Most Valuable Player,1914,AL,,,player
eversjo01,Most Valuable Player,1914,NL,,,player
mcinnst01,Baseball Magazine All-Star,1915,AL,,1B,player
collied01,Baseball Magazine All-Star,1915,AL,,2B,player
maisefr01,Baseball Magazine All-Star,1915,AL,,3B,player
schalra01,Baseball Magazine All-Star,1915,AL,,C,player
speaktr01,Baseball Magazine All-Star,1915,AL,,CF,player
cobbty01,Baseball Magazine All-Star,1915,AL,,LF,player
johnswa01,Baseball Magazine All-Star,1915,AL,,P1,player
scottji01,Baseball Magazine All-Star,1915,AL,,P2,player
crawfsa01,Baseball Magazine All-Star,1915,AL,,RF,player
bushdo01,Baseball Magazine All-Star,1915,AL,,SS,player
mcinnst01,Baseball Magazine All-Star,1915,ML,,1B,player
collied01,Baseball Magazine All-Star,1915,ML,,2B,player
grohhe01,Baseball Magazine All-Star,1915,ML,,3B,player
snydefr01,Baseball Magazine All-Star,1915,ML,,C,player
speaktr01,Baseball Magazine All-Star,1915,ML,,CF,player
cobbty01,Baseball Magazine All-Star,1915,ML,,LF,player
alexape01,Baseball Magazine All-Star,1915,ML,,P1,player
johnswa01,Baseball Magazine All-Star,1915,ML,,P2,player
crawfsa01,Baseball Magazine All-Star,1915,ML,,RF,player
bancrda01,Baseball Magazine All-Star,1915,ML,,SS,player
saiervi01,Baseball Magazine All-Star,1915,NL,,1B,player
doylela01,Baseball Magazine All-Star,1915,NL,,2B,player
grohhe01,Baseball Magazine All-Star,1915,NL,,3B,player
snydefr01,Baseball Magazine All-Star,1915,NL,,C,player
willicy01,Baseball Magazine All-Star,1915,NL,,CF,player
wheatza01,Baseball Magazine All-Star,1915,NL,,LF,player
alexape01,Baseball Magazine All-Star,1915,NL,,P1,player
mamaual01,Baseball Magazine All-Star,1915,NL,,P2,player
cravaga01,Baseball Magazine All-Star,1915,NL,,RF,player
bancrda01,Baseball Magazine All-Star,1915,NL,,SS,player
alexape01,Pitching Triple Crown,1915,NL,,,player
sislege01,Baseball Magazine All-Star,1916,AL,,1B,player
collied01,Baseball Magazine All-Star,1916,AL,,2B,player
gardnla01,Baseball Magazine All-Star,1916,AL,,3B,player
schalra01,Baseball Magazine All-Star,1916,AL,,C,player
cobbty01,Baseball Magazine All-Star,1916,AL,,OF,player
jacksjo01,Baseball Magazine All-Star,1916,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1916,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1916,AL,,P1,player
ruthba01,Baseball Magazine All-Star,1916,AL,,P2,player
bushdo01,Baseball Magazine All-Star,1916,AL,,SS,player
daubeja01,Baseball Magazine All-Star,1916,ML,,1B,player
collied01,Baseball Magazine All-Star,1916,ML,,2B,player
gardnla01,Baseball Magazine All-Star,1916,ML,,3B,player
schalra01,Baseball Magazine All-Star,1916,ML,,C,player
cobbty01,Baseball Magazine All-Star,1916,ML,,OF,player
jacksjo01,Baseball Magazine All-Star,1916,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1916,ML,,OF,player
alexape01,Baseball Magazine All-Star,1916,ML,,P1,player
johnswa01,Baseball Magazine All-Star,1916,ML,,P2,player
maranra01,Baseball Magazine All-Star,1916,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1916,NL,,1B,player
herzobu01,Baseball Magazine All-Star,1916,NL,,2B,player
hornsro01,Baseball Magazine All-Star,1916,NL,,3B,player
gowdyha01,Baseball Magazine All-Star,1916,NL,,C,player
roberda01,Baseball Magazine All-Star,1916,NL,,OF,player
wheatza01,Baseball Magazine All-Star,1916,NL,,OF,player
willicy01,Baseball Magazine All-Star,1916,NL,,OF,player
alexape01,Baseball Magazine All-Star,1916,NL,,P1,player
mamaual01,Baseball Magazine All-Star,1916,NL,,P2,player
maranra01,Baseball Magazine All-Star,1916,NL,,SS,player
alexape01,Pitching Triple Crown,1916,NL,,,player
sislege01,Baseball Magazine All-Star,1917,AL,,1B,player
collied01,Baseball Magazine All-Star,1917,AL,,2B,player
weavebu01,Baseball Magazine All-Star,1917,AL,,3B,player
schalra01,Baseball Magazine All-Star,1917,AL,,C,player
cobbty01,Baseball Magazine All-Star,1917,AL,,OF,player
felscha01,Baseball Magazine All-Star,1917,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1917,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1917,AL,,P1,player
cicoted01,Baseball Magazine All-Star,1917,AL,,P2,player
chapmra01,Baseball Magazine All-Star,1917,AL,,SS,player
sislege01,Baseball Magazine All-Star,1917,ML,,1B,player
collied01,Baseball Magazine All-Star,1917,ML,,2B,player
zimmehe01,Baseball Magazine All-Star,1917,ML,,3B,player
killebi01,Baseball Magazine All-Star,1917,ML,,C,player
cobbty01,Baseball Magazine All-Star,1917,ML,,OF,player
roushed01,Baseball Magazine All-Star,1917,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1917,ML,,OF,player
alexape01,Baseball Magazine All-Star,1917,ML,,P1,player
johnswa01,Baseball Magazine All-Star,1917,ML,,P2,player
chapmra01,Baseball Magazine All-Star,1917,ML,,SS,player
chaseha01,Baseball Magazine All-Star,1917,NL,,1B,player
herzobu01,Baseball Magazine All-Star,1917,NL,,2B,player
zimmehe01,Baseball Magazine All-Star,1917,NL,,3B,player
killebi01,Baseball Magazine All-Star,1917,NL,,C,player
burnsge01,Baseball Magazine All-Star,1917,NL,,OF,player
careyma01,Baseball Magazine All-Star,1917,NL,,OF,player
roushed01,Baseball Magazine All-Star,1917,NL,,OF,player
alexape01,Baseball Magazine All-Star,1917,NL,,P1,player
coopewi01,Baseball Magazine All-Star,1917,NL,,P2,player
maranra01,Baseball Magazine All-Star,1917,NL,,SS,player
sislege01,Baseball Magazine All-Star,1918,AL,,1B,player
collied01,Baseball Magazine All-Star,1918,AL,,2B,player
bakerfr01,Baseball Magazine All-Star,1918,AL,,3B,player
oneilst01,Baseball Magazine All-Star,1918,AL,,C,player
cobbty01,Baseball Magazine All-Star,1918,AL,,OF,player
hoopeha01,Baseball Magazine All-Star,1918,AL,,OF,player
speaktr01,Baseball Magazine All-Star,1918,AL,,OF,player
ruthba01,Baseball Magazine All-Star,1918,AL,,P1,player
johnswa01,Baseball Magazine All-Star,1918,AL,,P2,player
chapmra01,Baseball Magazine All-Star,1918,AL,,SS,player
sislege01,Baseball Magazine All-Star,1918,ML,,1B,player
collied01,Baseball Magazine All-Star,1918,ML,,2B,player
grohhe01,Baseball Magazine All-Star,1918,ML,,3B,player
killebi01,Baseball Magazine All-Star,1918,ML,,C,player
cobbty01,Baseball Magazine All-Star,1918,ML,,OF,player
roushed01,Baseball Magazine All-Star,1918,ML,,OF,player
speaktr01,Baseball Magazine All-Star,1918,ML,,OF,player
ruthba01,Baseball Magazine All-Star,1918,ML,,P1,player
johnswa01,Baseball Magazine All-Star,1918,ML,,P2,player
vaughhi01,Baseball Magazine All-Star,1918,ML,,P3,player
holloch01,Baseball Magazine All-Star,1918,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1918,NL,,1B,player
cutshge01,Baseball Magazine All-Star,1918,NL,,2B,player
grohhe01,Baseball Magazine All-Star,1918,NL,,3B,player
killebi01,Baseball Magazine All-Star,1918,NL,,C,player
burnsge01,Baseball Magazine All-Star,1918,NL,,OF,player
roushed01,Baseball Magazine All-Star,1918,NL,,OF,player
wheatza01,Baseball Magazine All-Star,1918,NL,,OF,player
vaughhi01,Baseball Magazine All-Star,1918,NL,,P1,player
grimebu01,Baseball Magazine All-Star,1918,NL,,P2,player
holloch01,Baseball Magazine All-Star,1918,NL,,SS,player
johnswa01,Pitching Triple Crown,1918,AL,,,player
vaughhi01,Pitching Triple Crown,1918,NL,,,player
sislege01,Baseball Magazine All-Star,1919,AL,,1B,player
collied01,Baseball Magazine All-Star,1919,AL,,2B,player
weavebu01,Baseball Magazine All-Star,1919,AL,,3B,player
oneilst01,Baseball Magazine All-Star,1919,AL,,C,player
cobbty01,Baseball Magazine All-Star,1919,AL,,OF,player
jacksjo01,Baseball Magazine All-Star,1919,AL,,OF,player
ruthba01,Baseball Magazine All-Star,1919,AL,,OF,player
johnswa01,Baseball Magazine All-Star,1919,AL,,P1,player
cicoted01,Baseball Magazine All-Star,1919,AL,,P2,player
peckiro01,Baseball Magazine All-Star,1919,AL,,SS,player
sislege01,Baseball Magazine All-Star,1919,ML,,1B,player
collied01,Baseball Magazine All-Star,1919,ML,,2B,player
grohhe01,Baseball Magazine All-Star,1919,ML,,3B,player
oneilst01,Baseball Magazine All-Star,1919,ML,,C,player
cobbty01,Baseball Magazine All-Star,1919,ML,,OF,player
roushed01,Baseball Magazine All-Star,1919,ML,,OF,player
ruthba01,Baseball Magazine All-Star,1919,ML,,OF,player
johnswa01,Baseball Magazine All-Star,1919,ML,,P1,player
vaughhi01,Baseball Magazine All-Star,1919,ML,,P2,player
peckiro01,Baseball Magazine All-Star,1919,ML,,SS,player
daubeja01,Baseball Magazine All-Star,1919,NL,,1B,player
stockmi01,Baseball Magazine All-Star,1919,NL,,2B,player
grohhe01,Baseball Magazine All-Star,1919,NL,,3B,player
wingoiv01,Baseball Magazine All-Star,1919,NL,,C,player
burnsge01,Baseball Magazine All-Star,1919,NL,,OF,player
myershy01,Baseball Magazine All-Star,1919,NL,,OF,player
roushed01,Baseball Magazine All-Star,1919,NL,,OF,player
vaughhi01,Baseball Magazine All-Star,1919,NL,,P1,player
barneje01,Baseball Magazine All-Star,1919,NL,,P2,player
hornsro01,Baseball Magazine All-Star,1919,NL,,SS,player
sislege01,Baseball Magazine All-Star,1920,AL,,1B,player
collied01,Baseball Magazine All-Star,1920,AL,,2B,player
gardnla01,Baseball Magazine All-Star,1920,AL,,3B,player
oneilst01,Baseball Magazine All-Star,1920,AL,,C,player
ricesa01,Baseball Magazine All-Star,1920,AL,,OF,player
ruthba01,Baseball Magazine All-Star,1920,AL,,OF,player
